Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Club actual,Proveedor,Fin de contrato,Fecha de fichaje,comprado_por,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,overallrating,potential,jumping,standingtackle,slidingtackle,understat_xg,strength,agility,volleys,headingaccuracy,longshots,understat_matches,understat_assists,crossing,understat_shots,ballcontrol,acceleration,vision,Valor de mercado actual (numérico),Cluster,Valor_Predicho
leandro-trossard,11.0,67,2,11,,30/06/2026,20/01/2023,1.6422614106978242,-0.1770710323474654,-0.4727409147894356,-0.3247576153385333,-0.5207376952078825,-0.5149655689685982,1.4844816943006938,0.9413757726215664,0.2075088205654119,-1.0878666240867352,-1.524333998940144,2.1144005630880005,-1.045151260146663,1.7396344606405048,1.5570358506788,0.340897000195993,1.256685986843052,1.0780092510097476,-0.2744561497713605,1.0805945509434405,1.863673888612374,0.935541925454974,1.2958372383525942,1.2709250661058973,30000000.0,3,27920980.0
Gabriel Teodoro Martinelli Silva,8.0,63,2,11,14.0,30/06/2027,02/07/2019,,-0.3700990472611269,-0.5728526400243794,-0.5293851978840262,-0.5698614212349895,-0.5621881660154082,1.311384481812273,1.342667025017937,0.9602614949260374,-0.5356759374680855,-0.4552361280593293,1.3958608520898947,-0.5289762008091169,1.403122068842202,1.4585125576164772,0.692648032237849,0.8878823829409198,1.1752727634083169,1.111168323494216,0.9822251387465696,1.7707160274622906,0.8250761607754767,1.6236870321605978,1.1282698235695414,55000000.0,3,51466160.0
Ethan Chidiebere Nwaneri,46.0,211,2,11,,30/06/2030,01/07/2024,-0.0614102663031544,-0.1770710323474654,-0.32257332693702,-0.4782283022476529,-0.2751190650723473,-0.4205203748749785,0.0997039943933291,1.7439582774143083,-1.3920906124509171,-0.3657711108161933,-0.6262917874002597,-0.6870230799051025,-1.5613263194842093,0.9320047203245786,0.5225412735244104,-0.8148563907986768,0.7495810314776202,-2.1316866581430305,-0.7363309741932195,0.9822251387465696,-0.9250619458901272,0.5489117490767338,0.8368475270213891,0.7716317172286516,55000000.0,3,48276880.0
Gabriel Fernando de Jesus,8.0,60,2,11,14.0,30/06/2027,04/07/2022,3.191053844335078,-0.2253280360758808,-0.4727409147894356,-0.5805420935203993,-0.5698614212349895,-0.1371847925941191,0.965190056835432,0.33943889402701,1.242543747811272,-1.130342830749708,-1.096694850587818,1.4461986926973265,-0.0128011414715706,1.4704245472018629,1.4092509110853155,0.8936486219760524,0.9800832839164528,0.3971646642197643,1.5730431479160747,0.7854863143528278,1.6312792357371655,0.9907748077947226,1.2302672795909937,1.0569422023013637,40000000.0,3,37458340.0
Oliver George Arthur Watkins,46.0,196,2,12,13.0,30/06/2028,09/09/2020,,-0.1770710323474654,-0.1724057390846044,-0.1712869284294138,-0.5698614212349895,-0.3732977778281686,1.6575789067891142,1.1420213988197518,1.807108253581741,-0.4507235241421394,-0.7545835319059574,4.948901254158029,1.1055781537597795,0.7973997636052575,1.5570358506788,1.2956498014524591,1.0261837344042193,1.369799788205455,5.268041743290945,0.4903780777622149,4.001704695064292,0.6041446314164824,0.90241748578299,0.9856145810331854,50000000.0,3,52541208.0
donyell-malen,69.0,286,2,12,14.0,-,14/01/2025,1.4873821673340988,-0.514870058446373,-0.4226850521719638,-0.4270714066112797,-0.3733665171265614,-0.184407389640929,0.965190056835432,0.5400845202251955,0.2075088205654119,-1.0029142107607891,-0.79734744674119,2.057091447699819,0.073228035084687,1.3358195904825416,1.6062974972099613,0.4413972950650947,0.7956814819653868,0.3971646642197643,-0.2744561497713605,0.7363016082543923,2.4214210555128743,0.8803090431152254,1.558117073398997,0.5576488534241177,25000000.0,3,27814230.0
marcus-rashford,46.0,214,2,12,6.0,30/06/2025,02/02/2025,3.5782519527443912,-0.3218420435327115,-0.5728526400243794,-0.1201300327930406,-0.5207376952078825,-0.184407389640929,0.965190056835432,0.33943889402701,0.8661674106309593,-1.1728190374126812,-1.2677505099287485,1.5543855662557864,-0.3569178476966014,0.7973997636052575,1.21220432496067,0.6423978848032982,1.210585536355285,0.9807457386111784,0.1874186746504982,0.9822251387465696,1.9566317497624568,0.7146103960959796,1.2958372383525942,0.9142869597650076,50000000.0,3,46217744.0
Jacob Kai Murphy,46.0,207,2,57,,30/06/2027,19/07/2017,,-0.2253280360758808,-0.0722940138496607,-0.222443824065787,-0.3733665171265614,-0.5621881660154082,0.7920928443470114,0.1387932678288245,-0.3570556852050571,0.3563244024543484,0.0579308499634617,0.1607581464194222,-0.0988303180278283,0.5281898501666156,0.0791864547439576,-0.6641059484950242,0.7956814819653868,-0.1864164101716499,2.496792796759792,1.129779257041876,0.4693059713611234,0.659377513756231,1.0335574033061914,1.1282698235695414,16000000.0,1,13902691.0
alexander-isak,85.0,331,2,57,14.0,30/06/2028,26/08/2022,1.6422614106978242,-0.514870058446373,-0.5728526400243794,-0.4270714066112797,-0.5207376952078825,-0.3260751807813587,2.0037733317659554,1.9446039036124936,1.6189200849915846,-0.960438004097816,-1.0539309357525857,5.7708792491072725,0.7614614475347486,0.9993071986842392,1.5570358506788,1.1448993591488068,1.1183846353797524,0.6889552014154714,0.1874186746504982,0.5395627838606504,2.700294638963124,1.1012405724742198,1.1646973208293927,1.1995974448377194,100000000.0,3,89190760.0
Harvey Lewis Barnes,46.0,201,2,57,,30/06/2028,23/07/2023,2.0294595191071374,-0.5631270621747884,-0.6229085026418513,-0.3247576153385333,-0.4716139691807754,-0.3732977778281686,0.965190056835432,0.33943889402701,-0.0747734323198225,-0.5781521441310585,-0.583527872565027,0.3275127222030344,0.1592572116409447,0.7973997636052575,0.9658960923048632,-0.6138558010604733,1.348886887818585,-0.1864164101716499,0.6492934990723571,0.6871169021559568,0.3298691796359984,0.8803090431152254,1.099127362067792,1.2709250661058973,30000000.0,3,31214148.0
William Idamudia Daugaard Osula,22.0,98,2,57,,30/06/2029,08/08/2024,-0.4486083747124678,-0.2253280360758808,-0.5728526400243794,-0.4270714066112797,-0.4224902431536684,-0.5149655689685982,-1.1119764930256149,-0.0618523583693609,0.3956969891555683,-1.725009724031331,-1.524333998940144,-0.080769421995961,0.1592572116409447,-0.0102299767106684,0.5225412735244104,0.340897000195993,0.0580742741611225,-0.1864164101716499,-0.7363309741932195,-0.3949466320096235,0.0509955961857482,-0.003417074320752,0.377857815690184,-0.4409378443303735,7000000.0,0,3370230.0
Callum Eddie Graham Wilson,46.0,196,2,57,6.0,30/06/2025,07/09/2020,,-0.3700990472611269,-0.1223498764671326,-0.4782283022476529,-0.3733665171265614,-0.5621881660154082,0.7920928443470114,0.1387932678288245,1.4307319164014285,-0.7055807641199777,-1.1394587654230508,2.2749369310988072,0.5894030944222333,0.5954923285262761,1.4585125576164772,1.044399064279705,0.9339828334286864,-0.2836799225702189,-0.2744561497713605,0.1952698411716021,0.701700624236332,0.659377513756231,0.6401376507365869,0.4863212321559398,11000000.0,1,11266302.0
Brennan Price Johnson,46.0,176,2,95,,30/06/2028,01/09/2023,2.2617783841527257,-0.1770710323474654,-0.5227967774069076,-0.222443824065787,-0.6189851472620966,-0.2316299866877389,0.7920928443470114,0.9413757726215664,-0.2629616009099789,-0.4931997308051125,-0.0275969797070034,2.873433574439912,-1.4752971429279516,1.4704245472018629,1.21220432496067,-0.010854031845863,0.6573801305020872,1.1752727634083169,3.882417270025369,1.031409844845005,1.538321374587082,0.6041446314164824,1.2958372383525942,1.0569422023013637,50000000.0,3,43561120.0
richarlison,8.0,60,2,95,6.0,30/06/2027,01/07/2022,3.0361746009713526,-0.2735850398042961,-0.5227967774069076,-0.4782283022476529,-0.3242427910994543,-0.2316299866877389,0.7920928443470114,0.1387932678288245,1.6189200849915846,0.0589909558135371,-0.2414165538831663,2.127065669834084,0.5033739178659755,1.0666096770438995,1.5077742041476383,1.2453996540179084,0.8417819324531532,0.4944281766183333,1.111168323494216,0.7854863143528278,1.910152819187416,0.7698432784357282,0.7712775682597884,0.8429593384968296,25000000.0,1,20813660.0
Mathys Henri Tel,32.0,155,2,95,,30/06/2025,03/02/2025,1.6422614106978242,-0.2735850398042961,-0.4226850521719638,-0.1201300327930406,-0.5207376952078825,-0.3260751807813587,0.4458984193701703,1.5433126512161228,0.6779792420408028,-1.2577714507386273,-0.9256391912468878,0.7414803839287564,-0.184859494584086,0.8647022419649181,1.3599892645541545,0.5921477373687473,1.072284184891986,0.6889552014154714,1.5730431479160747,0.4903780777622149,1.0735320688366654,0.5489117490767338,1.1646973208293927,0.5576488534241177,40000000.0,3,42771088.0
Dominic Ayodele Solanke-Mitchell,46.0,211,2,95,14.0,30/06/2030,10/08/2024,2.41665762751645,-0.4183560509895422,-0.1223498764671326,-0.1712869284294138,-0.4224902431536684,-0.3732977778281686,0.965190056835432,0.5400845202251955,1.5248260006965064,-0.917961797434843,-1.3532783395992136,5.575618721370511,1.2776365068722948,0.057072501648992,1.4092509110853155,1.2453996540179084,0.8878823829409198,1.4670633006040237,0.6492934990723571,-0.0998383954190107,4.141141486789417,0.659377513756231,0.1811479394053818,0.4863212321559398,45000000.0,3,46225964.0
timo-werner,1.0,5,2,95,14.0,30/06/2025,09/01/2024,0.0934689770605708,-0.4183560509895422,-0.4226850521719638,-0.4782283022476529,-0.1277478869910261,-0.4205203748749785,0.4458984193701703,-0.2624979845675464,1.1484496635161938,-1.5551048973794386,-1.2677505099287485,0.5454891027003749,-0.4429470242528591,0.7973997636052575,1.2614659714918317,0.692648032237849,0.7956814819653868,-0.9645245093602022,0.6492934990723571,0.5395627838606504,0.4228270407860818,0.4936788667369852,1.7548269496837994,0.3436659896195839,10000000.0,1,9388293.0
Mikey Steven Danny Moore,46.0,196,2,95,6.0,30/06/2027,01/07/2024,,-0.5631270621747884,-0.5728526400243794,-0.6316989891567725,-0.3733665171265614,-0.184407389640929,-0.7657820680487738,1.5433126512161228,-0.9216201909755262,-1.045390417423762,-1.1394587654230508,-0.6870230799051025,-1.3892679663716938,0.5281898501666156,-0.0193368383183651,-0.362605063887719,0.6112796800143208,-2.0344231457444617,-0.7363309741932195,0.6379321960575214,-0.9250619458901272,0.1622815726984937,0.6401376507365869,0.3436659896195839,15000000.0,0,11051600.0
