Dataset,N_Muestras,N_Features,Train_R2,Test_R2,Train_MAE,Test_MAE,Train_MSE,Test_MSE,Train_RMSE,Test_RMSE,Train_MAPE,Test_MAPE,Overfitting_Ratio,N_Estimators,Max_Depth,Min_Child_Weight,Gamma,Subsample,Colsample_Bytree,Learning_Rate
06_db_completo,1875,50,0.9985171804156192,0.8289344136969506,491083.136,4793055.636,454158356638.2623,68980533819824.27,673912.7218255064,8305452.053911592,18.611639139018944,113.41337692289237,0.08114100442107976,200,6,1,0,0.8,0.8,0.1
