Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Posición específica,Posición secundaria,Club actual,Proveedor,Fin de contrato,Valor de mercado actual (numérico),Fecha de fichaje,comprado_por,Pie bueno,understat_matches,understat_minutes,understat_goals,understat_xg,understat_assists,understat_xa,understat_shots,understat_key_passes,understat_yellow_cards,understat_red_cards,overallrating,potential,crossing,finishing,headingaccuracy,shortpassing,volleys,dribbling,curve,fk_accuracy,longpassing,ballcontrol,acceleration,sprintspeed,agility,reactions,balance,shotpower,jumping,stamina,strength,longshots,aggression,interceptions,positioning,vision,penalties,composure,defensiveawareness,standingtackle,slidingtackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Rúben Santos Gato Alves Dias,72.0,292,1,0.0,NULL,54,6.0,30/06/2027,70000000.0,29/09/2020,NULL,1.0,0.6889552014154714,1.097275482157709,-0.6143784839080351,-0.1521996915276479,-0.7363309741932195,-0.5346951590057333,0.0045166656107065,-0.49145051137146,-1.164471814624751,-0.3596700104893391,2.0037733317659554,1.7439582774143083,-0.1490231015174462,-1.0651172399283693,1.3458999488870105,1.0047163910449743,-0.8075231828169478,0.011197142200145,-0.5021107838139801,0.0216693252193258,1.2156774761584637,0.4384459843972366,-0.6056915657338268,-0.3831988270583428,-0.2794398901493105,1.8425092612198617,-0.5815540736371082,0.6489068999280394,1.242543747811272,0.6816542570345117,1.7077823896535833,-1.2788387899841065,1.3876060092320728,1.315013559672723,-0.5207376952078825,0.0583555045468721,-0.3605149823411713,1.544500147771645,1.4144277563578946,1.2908009490397554,1.3408482950204397,-0.514870058446373,-0.4727409147894356,-0.222443824065787,-0.5207376952078825,-0.2788525837345488
Joško Gvardiol,21.0,93,1,7.0,0.0,54,NULL,30/06/2028,75000000.0,05/08/2023,5.127044386381645,2.0,0.4944281766183333,0.8624736618502965,0.5249803361734717,0.2145638171435353,-0.2744561497713605,0.1904654003227473,0.5622638325112068,0.2441555120376148,-0.0592637296599633,-0.3596700104893391,1.6575789067891142,1.7439582774143083,0.7854863143528278,0.715068766877308,1.094649211714256,0.870064789371744,0.5718029200555718,0.7401777541887437,0.8801353569355326,0.5968685950373368,0.8843796551943754,0.7698432784357282,0.8368475270213891,0.7468282441309152,0.1243749800086525,1.7120002186907832,0.1406178071964979,1.1992366402715078,1.6189200849915846,0.7442112406349085,1.1916073303160373,0.9339828334286864,1.276119474231424,1.184673102708809,-0.4224902431536684,0.4863212321559398,0.5760497449046847,1.1166133603792343,1.2819421831223667,1.2058485357138091,1.2980843801852069,-0.6113840659032037,-0.4727409147894356,-0.5805420935203993,-0.4224902431536684,-0.3260751807813587
nico-o-reilly,46.0,209,0,10.0,9.0,54,6.0,30/06/2028,7000000.0,01/07/2024,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.2850737055140355,0.5400845202251955,0.3428239594669085,0.4411939965995116,-0.010854031845863,0.0621551793323626,0.4240179804620875,0.1569932645978647,0.4852078881499576,0.4922869096158803,0.2880435774590168,0.1070486903587451,-0.0155619368794202,0.215050798865382,0.057072501648992,-0.8981806318907889,-0.9098140194705656,-0.0586599090849913,-0.4511497695001353,0.0560844210305427,-0.0128011414715706,0.4268778780632546,-0.0059756782760347,0.1853962659854709,-0.5207376952078825,0.4863212321559398,0.3419085630932207,0.0041077131589672,0.2220575972381434,0.2713719891284023,0.0579308499634617,-0.514870058446373,-0.2224616017020763,-0.4782283022476529,-0.5207376952078825,-0.2788525837345488
Mateo Kovačić,6.0,93,0,9.0,10.0,54,6.0,30/06/2027,25000000.0,01/07/2023,2.2617783841527257,1.0,0.6889552014154714,0.0022550114153054,-0.3295387788876583,-0.2688483247774954,-0.7363309741932195,-0.0153365040804135,0.0974745267607899,0.3667565159391273,0.3091389653282991,-0.3596700104893391,1.4844816943006938,0.9413757726215664,0.7854863143528278,0.4411939965995116,-0.8148563907986768,1.34134539522805,1.3599892645541545,1.1289674139159962,1.0775990913283202,1.1720678648553478,1.4144561687369164,1.1564734548139683,0.5089977332133855,-0.1837822850837678,1.3358195904825416,1.5814911761617043,1.256701623030253,1.0419995716019457,-0.7334320223853699,0.4939833062333209,0.073228035084687,1.072284184891986,0.7744300667285055,0.8805453697930107,-0.5207376952078825,1.3422526873740752,0.4589791539989528,1.3733454328146806,0.8844854634157829,0.8235626757470519,0.7421534873271831,-0.4183560509895422,-0.6229085026418513,-0.5805420935203993,-0.5207376952078825,-0.5149655689685982
İlkay Gündoğan,1.0,5,0,9.0,11.0,54,14.0,30/06/2026,7000000.0,23/08/2024,0.4806670854698842,1.0,1.2725362758068857,1.5971761318444588,0.8098200411938484,1.437254818719385,3.42054244560351,4.24020111970928,1.0735320688366654,5.025594664196601,0.6775416603165617,-0.3596700104893391,1.6575789067891142,1.1420213988197518,0.9822251387465696,1.2171725123866015,-0.4128552113222699,1.2066937935548196,1.310727618022993,1.0803687064500898,1.3737946929175011,1.6949762919626306,1.4144561687369164,1.1564734548139683,-0.5401216069722261,-0.914976272323876,0.460887371806955,1.8425092612198617,0.6001817313633383,1.1992366402715078,-1.0157142752706043,0.3063123554321303,-0.2708886711403437,1.210585536355285,0.3842271942262354,0.9674390077689532,-0.6189851472620966,1.484907929910431,1.6882203585091389,1.6300775052501268,0.9728091789061348,0.908515089072998,0.5710978279862527,-0.3218420435327115,-0.1724057390846044,-0.6316989891567725,-0.6189851472620966,-0.2316299866877389
jeremy-doku,11.0,69,2,3.0,2.0,54,6.0,30/06/2028,55000000.0,24/08/2023,1.4873821673340988,1.0,0.5916916890169024,0.084489750324814,0.240140631153095,0.4158600597714049,2.958667621181651,1.798888779389921,1.6777581663122072,1.837968562757277,-0.0592637296599633,-0.3596700104893391,0.965190056835432,1.342667025017937,0.6379321960575214,0.8976519470625057,-0.9153566856677784,0.5334357851886684,0.5718029200555718,1.3233622437796226,0.7814034897391389,0.3877052241944237,0.420562705844652,0.7698432784357282,1.8203969084454,1.5444944120292148,1.8069369390001653,0.4069097933999971,1.7819175363637847,0.8847625029323831,0.0193206519752555,-0.2567004969714416,0.3313155647534601,0.7495810314776202,-0.061718945776359,-1.5524764935333784,-0.4224902431536684,0.7716317172286516,0.2248379721874887,0.6031492155083419,-0.6611795576653758,-1.130342830749708,-1.224986595093516,-0.3218420435327115,-0.3726291895544919,-0.4782283022476529,-0.4224902431536684,-0.2788525837345488
kevin-de-bruyne,11.0,67,0,10.0,9.0,54,6.0,30/06/2025,27000000.0,30/08/2015,1.409942545652236,1.0,-0.478206947367357,-0.3299300523375779,0.5249803361734717,0.0673946880952856,3.882417270025369,4.911429034708974,1.1200109994117071,2.6348750881171084,-0.4276664246482259,-0.3596700104893391,2.5230649692312173,2.1452495298106795,1.8183651424199727,1.4454014876180987,-0.1616044741495156,1.6779743994111254,1.7048207902722845,1.031769998984183,1.8180880953012728,1.8518488200948156,2.010792246472275,1.322172101833214,-0.0155619368794202,-0.0508379237673845,0.460887371806955,2.364545431336176,0.6658337205300298,2.0640405179541013,-0.1688675166149007,0.1811983882313365,0.5033739178659755,1.6715900412329503,0.6629435317278569,0.4460771799132983,-0.3733665171265614,2.1981841425922104,1.863826244867737,1.6300775052501268,0.4870287437091993,0.5687054357692136,-0.0275969797070034,-0.1288140286190501,-0.2224616017020763,-0.6316989891567725,-0.3733665171265614,-0.2316299866877389
عمر مرموش,24.0,105,2,1.0,3.0,54,6.0,30/06/2029,75000000.0,23/01/2025,3.965450061153705,1.0,0.5916916890169024,0.8711299501565606,2.803697976336485,2.649970797629833,2.0349179723379334,1.4233534720029648,2.700294638963124,1.5927665549542522,1.4143470502930868,-0.3596700104893391,1.6575789067891142,1.342667025017937,0.3428239594669085,1.5823388727569971,0.5418975899341965,1.1393679927182043,1.6555591437411228,1.1289674139159962,1.0282331577301231,1.904139662805544,0.0230053206877463,1.046007690134471,1.2958372383525942,1.5444944120292148,1.5377270255615232,1.7120002186907832,1.1910496338635614,1.5137107776106329,0.6779792420408028,0.5565402898337178,-0.184859494584086,1.1644850858675189,0.495713729226884,-0.9442210277017812,-0.4716139691807754,1.1282698235695414,1.629685063056273,1.3733454328146806,-1.0586362773719595,-1.130342830749708,-1.3960422544344462,-0.3218420435327115,-0.2224616017020763,-0.1201300327930406,-0.4716139691807754,-0.3260751807813587
Bernardo Mota Veiga de Carvalho e Silva,72.0,292,0,10.0,2.0,54,14.0,30/06/2026,45000000.0,01/07/2017,NULL,2.0,0.9807457386111784,1.1481311759570103,1.0946597462142251,0.5115145099404738,3.42054244560351,3.259890919102329,0.6552216936612902,3.0639786017724018,1.7827497452813494,-0.3596700104893391,1.830676119277535,1.342667025017937,1.326518081435618,1.1715267173403023,-0.2118546215840664,1.2066937935548196,1.4585125576164772,1.1775661213819029,1.3737946929175011,1.015195336723163,1.281937040351281,1.1564734548139683,0.2467178981669826,-0.2502544657419595,1.8069369390001653,1.9730183037489404,1.7819175363637847,1.0419995716019457,-0.9216201909755262,1.432338060239274,-1.3032387898154365,1.1644850858675189,0.8301733342288298,0.750204912829097,-0.2751190650723473,1.556235551178609,0.7516556312632828,1.8012322202070912,0.6636761746899031,0.8235626757470519,0.6138617428214854,-0.4183560509895422,-0.3726291895544919,-0.1712869284294138,-0.2751190650723473,-0.4205203748749785
Nicolás González Iglesias,28.0,113,0,9.0,11.0,54,6.0,30/06/2029,40000000.0,03/02/2025,0.7129859505154722,1.0,0.5916916890169024,0.4080185257714332,2.803697976336485,2.488588841186111,0.1874186746504982,0.1489696134007858,3.0256471529884164,0.4280570178898835,-0.7960691196364885,-0.3596700104893391,0.7920928443470114,1.342667025017937,0.6379321960575214,0.8063603569699069,0.5418975899341965,1.0047163910449743,0.4732796269932489,0.6915790467228371,0.28774415375717,0.5968685950373368,1.0831583477728284,0.7698432784357282,-0.081131895641021,0.3479951601817653,0.057072501648992,0.5374188359290758,-0.5159020844704167,0.8061439685976018,0.5838851577457247,0.8067682242353054,1.1055781537597795,0.6573801305020872,1.2203762067311,0.750204912829097,-0.2751190650723473,1.1282698235695414,0.5175144494518188,0.6031492155083419,0.840323605670607,0.9509912957359712,0.6993895724919506,-0.1770710323474654,-0.1724057390846044,-0.3759145109749066,-0.2751190650723473,-0.5149655689685982
