Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Posición específica,Posición secundaria,Club actual,Proveedor,Fin de contrato,Valor de mercado actual (numérico),Fecha de fichaje,comprado_por,Pie bueno,understat_matches,understat_minutes,understat_goals,understat_xg,understat_assists,understat_xa,understat_shots,understat_key_passes,understat_yellow_cards,understat_red_cards,overallrating,potential,crossing,finishing,headingaccuracy,shortpassing,volleys,dribbling,curve,fk_accuracy,longpassing,ballcontrol,acceleration,sprintspeed,agility,reactions,balance,shotpower,jumping,stamina,strength,longshots,aggression,interceptions,positioning,vision,penalties,composure,defensiveawareness,standingtackle,slidingtackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,Valor_Predicho
Rúben Santos Gato Alves Dias,72.0,292,1,0.0,,54,6.0,30/06/2027,70000000.0,29/09/2020,,1.0,30.002326617914573,2552.3330872300858,-0.0007084668010173267,-0.1521996915276479,-0.0005236399978296724,-0.5346951590057333,0.0045166656107065,-0.49145051137146,-1.164471814624751,-0.3596700104893391,86.00308816865571,87.00231872308602,-0.1490231015174462,-1.0651172399283693,85.00714525823037,1.0047163910449743,-0.8075231828169478,64.00006146458692,-0.5021107838139801,0.0216693252193258,81.00489454457153,75.00211768266628,57.99753572535744,-0.3831988270583428,-0.2794398901493105,86.00376627101983,-0.5815540736371082,0.6489068999280394,86.00352283141743,0.6816542570345117,89.0052957717362,-1.2788387899841065,1.3876060092320728,86.00807448327024,-0.5207376952078825,64.00021825619525,44.998356960532774,1.544500147771645,1.4144277563578946,87.00810692291333,1.3408482950204397,6.99715370587618,7.997480521052511,12.998839998200875,6.997172059884777,11.998424685401705,69857100.0
Joško Gvardiol,21.0,93,1,7.0,0.0,54,,30/06/2028,75000000.0,05/08/2023,75025130.7625881,2.0,28.001669695577924,2335.261811156559,4.000605377872285,0.2145638171435353,0.9998048211704962,0.1904654003227473,0.5622638325112068,0.2441555120376148,-0.0592637296599633,-0.3596700104893391,84.00255462189418,87.00231872308602,0.7854863143528278,0.715068766877308,80.00581139132655,0.870064789371744,0.5718029200555718,79.00406306529837,0.8801353569355326,0.5968685950373368,76.00356067766772,81.00371832295086,80.00340473973421,0.7468282441309152,0.1243749800086525,85.00349949763907,0.1406178071964979,1.1992366402715078,90.00458992494049,0.7442112406349085,83.00369513145162,0.9339828334286864,1.276119474231424,83.00727416312793,-0.4224902431536684,70.00181889647982,61.00262533462498,1.1166133603792343,1.2819421831223667,85.0075733761518,1.2980843801852069,4.996620159114656,7.997480521052511,5.996972584535536,8.997705606646303,10.998157912020941,73714160.0
nico-o-reilly,46.0,209,0,10.0,9.0,54,6.0,30/06/2028,7000000.0,01/07/2024,,2.0,,,,,,,,,,,66.99801947442121,81.00071808280144,0.3428239594669085,0.4411939965995116,57.999942376949754,0.0621551793323626,0.4240179804620875,67.00086178472921,0.4852078881499576,0.4922869096158803,67.00115971724085,69.0005170423817,66.9999366857843,0.215050798865382,0.057072501648992,64.9981640300238,-0.9098140194705656,-0.0586599090849913,67.9987209105637,0.0560844210305427,68.99996030412095,0.4268778780632546,-0.0059756782760347,60.00113837537039,-0.5207376952078825,70.00181889647982,57.001558241101925,0.0041077131589672,0.2220575972381434,63.00170436177502,0.0579308499634617,6.99715370587618,12.998814387956322,7.997506131297062,6.997172059884777,11.998424685401705,5807206.5
Mateo Kovačić,6.0,93,0,9.0,10.0,54,6.0,30/06/2027,25000000.0,01/07/2023,38011086.3513782,1.0,30.002326617914573,1540.00068452774,0.9996199943673083,-0.2688483247774954,-0.0005236399978296724,-0.0153365040804135,0.0974745267607899,0.3667565159391273,0.3091389653282991,-0.3596700104893391,83.00228784851342,83.00125162956297,0.7854863143528278,0.4411939965995116,41.995674002857555,1.34134539522805,1.3599892645541545,87.00619725234446,1.0775990913283202,1.1720678648553478,84.00569486471382,88.0055857366162,75.0020708728304,-0.1837822850837678,1.3358195904825416,84.0032327242583,1.256701623030253,1.0419995716019457,64.99792059042142,0.4939833062333209,70.0002270775017,1.072284184891986,0.7744300667285055,76.0054067494626,-0.5207376952078825,82.00502017704898,59.002091787863456,1.3733454328146806,0.8844854634157829,76.00517241572493,0.7421534873271831,8.997687252637707,4.99668020091022,5.996972584535536,6.997172059884777,6.997090818497892,24653112.0
İlkay Gündoğan,1.0,5,0,9.0,11.0,54,14.0,30/06/2026,7000000.0,23/08/2024,15002356.041707177,1.0,36.00429738492453,3014.484836289852,5.000933839040611,1.437254818719385,9.0024325105171,4.24020111970928,1.0735320688366654,5.025594664196601,0.6775416603165617,-0.3596700104893391,84.00255462189418,84.00151840294373,0.9822251387465696,1.2171725123866015,49.99780818990365,1.2066937935548196,1.310727618022993,86.0059304789637,1.3737946929175011,1.6949762919626306,84.00569486471382,88.0055857366162,58.997802498738196,-0.914976272323876,0.460887371806955,86.00376627101983,0.6001817313633383,1.1992366402715078,61.997120270279126,0.3063123554321303,65.99915998397866,1.210585536355285,0.3842271942262354,78.00594029622413,-0.6189851472620966,84.00555372381051,80.00769402885948,1.6300775052501268,0.9728091789061348,78.00570596248646,0.5710978279862527,10.998220799399233,13.999081161337086,4.996705811154774,4.99663851312325,12.998691458782467,7409452.0
jeremy-doku,11.0,69,2,3.0,2.0,54,6.0,30/06/2028,55000000.0,24/08/2023,28007290.56456471,1.0,29.001998156746247,1616.025647576533,3.0002769167039594,0.4158600597714049,8.002104049348775,1.798888779389921,1.6777581663122072,1.837968562757277,-0.0592637296599633,-0.3596700104893391,80.00148752837113,85.00178517632449,0.6379321960575214,0.8976519470625057,39.995140456096024,0.5334357851886684,0.5718029200555718,91.00726434586753,0.7814034897391389,0.3877052241944237,69.00169326400237,81.00371832295086,95.00740634044566,1.5444944120292148,1.8069369390001653,75.00083176383143,1.7819175363637847,0.8847625029323831,73.00005477746751,-0.2567004969714416,73.001027397644,0.7495810314776202,-0.061718945776359,19.990467440139874,-0.4224902431536684,74.00288599000288,55.0010246943404,0.6031492155083419,-0.6611795576653758,29.992900840209842,-1.224986595093516,10.998220799399233,9.998014067814033,7.997506131297062,8.997705606646303,11.998424685401705,54560776.0
kevin-de-bruyne,11.0,67,0,10.0,9.0,54,6.0,30/06/2025,27000000.0,30/08/2015,27006910.98588336,1.0,17.998385083894668,1232.8998469490643,4.000605377872285,0.0673946880952856,10.002760971685426,4.911429034708974,1.1200109994117071,2.6348750881171084,-0.4276664246482259,-0.3596700104893391,89.003888488798,89.00285226984755,1.8183651424199727,1.4454014876180987,54.999142056807464,1.6779743994111254,1.7048207902722845,85.00566370558295,1.8180880953012728,1.851848820094816,93.00809582514069,91.00638605675849,66.9999366857843,-0.0508379237673845,0.460887371806955,90.00483336454288,0.6658337205300298,2.0640405179541013,70.999521230706,0.1811983882313365,75.00156094440553,1.6715900412329503,0.6629435317278569,66.00273901565497,-0.3733665171265614,94.00822145761813,83.00849434900177,1.6300775052501268,0.4870287437091993,70.00357177544036,-0.0275969797070034,14.999287892922283,12.998814387956322,4.996705811154774,9.997972380027065,12.998691458782467,27120572.0
عمر مرموش,24.0,105,2,1.0,3.0,54,6.0,30/06/2029,75000000.0,23/01/2025,60019437.08236788,1.0,29.001998156746247,2343.2644388459057,12.003233067218888,2.649970797629833,6.001447127012122,1.4233534720029648,2.700294638963124,1.5927665549542522,1.4143470502930868,-0.3596700104893391,84.00255462189418,85.00178517632449,0.3428239594669085,1.5823388727569971,69.00287688413815,1.1393679927182043,1.6555591437411228,87.00619725234446,1.0282331577301231,1.904139662805544,63.0000926237178,86.00505218985467,87.00527215339956,1.5444944120292148,1.5377270255615232,85.00349949763907,1.1910496338635614,1.5137107776106329,80.00192219113286,0.5565402898337178,66.99942675735942,1.1644850858675189,0.495713729226884,33.994202267470556,-0.4716139691807754,79.00421985690669,79.00742725547872,1.3733454328146806,-1.0586362773719595,29.992900840209842,-1.3960422544344462,10.998220799399233,12.998814387956322,14.999373544962403,7.997438833265541,10.998157912020941,75014430.0
Bernardo Mota Veiga de Carvalho e Silva,72.0,292,0,10.0,2.0,54,14.0,30/06/2026,45000000.0,01/07/2017,,2.0,33.00331200141955,2599.348524904997,6.001262300208936,0.5115145099404738,9.0024325105171,3.259890919102329,0.6552216936612902,3.0639786017724018,1.7827497452813494,-0.3596700104893391,85.00282139527495,85.00178517632449,1.326518081435618,1.1715267173403023,53.998875283426706,1.2066937935548196,1.4585125576164772,88.00646402572524,1.3737946929175011,1.015195336723163,82.00516131795229,88.0055857366162,71.00100377930735,-0.2502544657419595,1.8069369390001653,87.00403304440059,1.7819175363637847,1.0419995716019457,62.997387043659884,1.432338060239274,53.9959587034095,1.1644850858675189,0.8301733342288298,73.00460642932032,-0.2751190650723473,85.00582049719127,64.00342565476727,1.8012322202070912,0.6636761746899031,76.00517241572493,0.6138617428214854,8.997687252637707,9.998014067814033,13.999106771581639,11.998505926788592,8.997624365259416,45062650.0
Nicolás González Iglesias,28.0,113,0,9.0,11.0,54,6.0,30/06/2029,40000000.0,03/02/2025,18003494.777751222,1.0,29.001998156746247,1915.1238574658623,12.003233067218888,2.488588841186111,2.0001332823388216,0.1489696134007858,3.0256471529884164,0.4280570178898835,-0.7960691196364885,-0.3596700104893391,79.00122075499037,85.00178517632449,0.6379321960575214,0.8063603569699069,69.00287688413815,1.0047163910449743,0.4732796269932489,78.00379629191761,0.28774415375717,0.5968685950373368,79.00436099781001,81.00371832295086,65.99966991240353,0.3479951601817653,0.057072501648992,76.0010985372122,-0.5159020844704167,0.8061439685976018,79.00165541775209,0.8067682242353054,82.00342835807086,0.6573801305020872,1.2203762067311,73.00460642932032,-0.2751190650723473,79.00421985690669,60.00235856124422,0.6031492155083419,0.840323605670607,79.00597273586723,0.6993895724919506,13.999021119541522,13.999081161337086,9.998039678058586,11.998505926788592,6.997090818497892,39934280.0
Manuel Obafemi Akanji,86.0,341,1,0.0,6.0,54,7.0,30/06/2027,32000000.0,01/09/2022,30008049.721927408,1.0,30.002326617914573,2517.321591089194,1.999948455535634,-0.0432925220992292,-0.0005236399978296724,-0.570098340893272,-0.2278779872645018,-0.1236474996669226,-0.4276664246482259,2.273875306699427,83.00228784851342,83.00125162956297,-0.0998383954190107,-0.6543050845116745,79.00554461794577,0.9373905902083592,-0.3149067175053336,76.00326274515608,-0.107183315028405,0.5968685950373368,80.00462777119077,78.00291800280857,76.00233764621116,0.8133004247891068,-0.0102299767106684,85.00349949763907,-0.7128580519704912,0.7275254342628207,90.00458992494049,0.2437553718317334,86.00449545159391,-0.264628879253243,1.053146404230127,83.00727416312793,-0.5698614212349895,65.00048502957601,39.997023093628954,1.2877680753361986,1.3261040408675426,85.0075733761518,1.255320465349974,9.99795402601847,8.997747294433271,12.998839998200875,5.996905286504015,8.997624365259416,31777396.0
"Abdukodir Khikmatovich Khusanov, Абдукодир Хусанов",93.0,357,1,0.0,,54,,30/06/2029,35000000.0,20/01/2025,12001217.30566313,1.0,10.99608585571639,818.7638640253774,-0.0007084668010173267,-0.6301937874013028,-0.0005236399978296724,-0.787324496053242,-0.6926672930149187,-0.8592535230759976,0.3091389653282991,-0.3596700104893391,77.00068720822884,85.00178517632449,-0.4933160442064945,-0.8368882646968722,72.00367720428044,-0.1398222231774826,-0.5612149501611408,53.9973937307793,-0.4033789166175863,-0.3966574164665004,64.00035939709856,69.0005170423817,79.00313796635345,1.5444944120292148,-0.481347325228292,73.00029821706991,-0.9098140194705656,-1.3165564584414906,88.00405637817896,-0.1941435133710448,83.00369513145162,-0.8178342851064412,0.8859166017291541,77.00567352284337,-0.4716139691807754,57.998617615910675,45.99862373391354,0.0896850706374493,0.9286473211609588,78.00570596248646,0.8704452318328809,11.998487572779997,6.997213747671745,8.997772904677825,7.997438833265541,4.996557271736364,34951984.0
Stefan Ortega Moreno,1.0,17,3,,,54,6.0,30/06/2026,9000000.0,01/07/2022,5998939.833575038,1.0,8.995428933379737,625.7004710198905,-0.0007084668010173267,-0.6870230799051025,-0.0005236399978296724,-0.8221134815946767,-0.9250619458901272,-0.9205540250267538,-1.164471814624751,-0.3596700104893391,80.00148752837113,80.00045130942068,-1.9196725210611232,-1.704158370576561,19.989804988480763,-1.2170350365633245,-1.7434944669090149,25.989924076117944,-1.29196572138513,-1.860801012366892,59.999292303575515,40.993047387720345,50.99566831169209,-0.9814484529820676,-1.6254894573425207,77.00136531059296,-0.7128580519704912,-0.0586599090849913,73.00005477746751,-2.1334100049833484,73.001027397644,-1.9242450968128373,-1.9012467732870608,26.992334853805215,3.065294304770932,66.00075180295677,23.992754719536748,-1.0228205765828178,-1.1469599928623115,11.988098919356105,-1.6526257434458418,78.01609461591033,77.01588788432514,86.01831445499656,80.01664651668048,82.01709882205509,8976884.0
Philip Walter Foden,46.0,196,2,2.0,3.0,54,6.0,30/06/2027,130000000.0,01/07/2017,,2.0,35.003968923756204,2895.445749410821,19.005532295397167,2.621166136745772,8.002104049348775,3.2540099527701845,3.95522576448925,3.554382617378452,-0.4276664246482259,-0.3596700104893391,86.00308816865571,88.00258549646679,1.129779257041876,1.4454014876180987,46.99700786976136,1.0720421918815894,0.5225412735244104,89.006730799106,1.571258427310289,1.381231235698261,82.00516131795229,89.00585250999696,86.0050053800188,0.94624478610549,1.7396344606405048,84.0032327242583,1.7819175363637847,1.828184914949757,64.99792059042142,0.994439175036496,52.99569193002874,1.348886887818585,0.0497675892242896,59.00087160198963,-0.3733665171265614,84.00555372381051,64.00342565476727,1.544500147771645,0.2220575972381434,59.000637268251964,-0.2841804687183989,7.997420479256943,14.999347934717848,5.996972584535536,9.997972380027065,12.998691458782467,129752184.0
Erling Braut Håland,46.0,267,2,1.0,,54,6.0,30/06/2034,200000000.0,01/07/2022,150053599.16368926,2.0,31.0026550790829,2581.342612603967,27.008159984743774,8.573462228800361,5.001118665843798,1.4522186707300175,4.745367584264959,0.8571605315451771,-0.7960691196364885,-0.3596700104893391,90.00415526217876,92.00365258998984,0.0477157228762956,1.993151028173692,83.00661171146882,0.6007615860252836,2.049652315990414,79.00406306529837,1.0282331577301231,0.7537411231695217,66.0008929438601,83.00425186971238,80.00340473973421,1.7439109540037898,0.7300972852455971,93.00563368468517,0.2719217855298809,2.221277586623664,92.005123471702,0.5565402898337178,93.00636286525925,1.348886887818585,1.3876060092320728,42.996603227897424,-0.3242427910994543,74.00288599000288,90.01036176266712,1.715654862728609,-0.7495032731557277,46.99743598768281,-1.0539309357525857,6.99715370587618,13.999081161337086,12.998839998200875,10.998239153407829,6.997090818497892,199350260.0
James John McAtee,46.0,196,0,10.0,9.0,54,,30/06/2026,18000000.0,01/07/2023,12001217.30566313,2.0,31.0026550790829,1848.1018505675845,3.0002769167039594,0.249835273510223,3.000461743507147,0.6449663231000762,0.2833902490609567,0.7958600295944209,-0.4276664246482259,-0.3596700104893391,71.99935334132503,81.00071808280144,0.4903780777622149,0.8063603569699069,41.995674002857555,0.264132581842208,0.2269713943374418,75.00299597177532,0.5345738217481544,0.439996066905152,67.00115971724085,77.0026512294278,73.00153732606887,0.2815229795235736,0.7300972852455971,72.00003144368914,0.4688777530299553,0.098577159584571,59.996586723517595,0.1186414046309396,61.9980928904556,0.6112796800143208,-1.1208410282825207,32.99393549408979,-0.3733665171265614,71.00208566986059,58.00182501448269,0.3464171430728956,-0.4845321266846719,41.99610212077899,-0.4552361280593293,11.998487572779997,5.996946974290983,5.996972584535536,9.997972380027065,10.998157912020941,15773349.0
oscar-bobb,65.0,269,2,2.0,10.0,54,7.0,30/06/2029,25000000.0,01/07/2023,,2.0,13.997071239221365,268.58321038279814,0.9996199943673083,-0.2498833802141872,0.9998048211704962,-0.2536124553326752,-0.7391462235899604,-0.4301500094207038,-1.164471814624751,-0.3596700104893391,71.99935334132503,84.00151840294373,0.1460851350731666,0.6237771767847092,47.99727464314213,0.5334357851886684,0.3254946873997646,81.0045966120599,0.5345738217481544,0.5445777523266085,73.00276035752543,79.00318477618933,84.00447183325727,0.5474117021563403,0.9993071986842392,61.99736370988152,0.9940936663634872,0.0199586252497898,45.99285189618692,-1.0699412837766011,33.990623235794246,0.1963756256244221,-1.0650977607821963,23.99153453366293,-0.1277478869910261,72.00235244324135,63.003158881386504,0.0041077131589672,-1.0144744196267836,33.99396793373289,-0.9684031060821204,10.998220799399233,11.99854761457556,8.997772904677825,14.999306246930882,7.997357591878654,24422176.0
vitor-reis,8.0,60,1,0.0,6.0,54,,30/06/2029,30000000.0,21/01/2025,14001976.463025827,1.0,,,,,,,,,,,69.9988197945635,84.00151840294373,-1.4278254600767684,-1.0651172399283693,70.0031436575189,0.0621551793323626,-0.8075231828169478,65.0003282379677,-0.6995745182067675,-0.7626933154415982,65.00062617047932,66.99998349562017,63.99913636564201,-0.0508379237673845,-0.346742368508971,68.99923112354686,-0.5815540736371082,-1.866886198784959,74.00032155084828,-0.3192574805718385,71.00049385088246,-0.9561356365697408,0.2169973917252625,72.00433965593955,-0.1277478869910261,58.99888438929143,44.998356960532774,-0.4237790742334431,0.7078380324350791,71.00383854882112,0.6993895724919506,8.997687252637707,8.997747294433271,14.999373544962403,14.999306246930882,13.99895823216323,27410388.0
Nathan Benjamin Aké,69.0,279,1,0.0,7.0,54,6.0,30/06/2027,32000000.0,05/08/2020,,2.0,29.001998156746247,2046.166885878913,1.999948455535634,-0.049225654102892,2.0001332823388216,0.009187627065689,0.0045166656107065,-0.3075490055191913,-1.164471814624751,-0.3596700104893391,83.00228784851342,83.00125162956297,0.293639253368473,-0.1978471340486803,82.00634493808806,0.870064789371744,0.1777097478062804,73.00246242501379,0.3864760209535638,0.5968685950373368,75.00329390428695,79.00318477618933,77.00260441959193,0.4809395214981485,0.057072501648992,84.0032327242583,0.2062697963631894,-0.1372784434197725,89.00432315155972,0.2437553718317334,78.0023612645478,0.104174724648889,0.9416598692294784,83.00727416312793,-0.0786241609639191,68.0012853497183,53.00049114757888,0.9454586454222702,1.2819421831223667,84.00730660277104,1.2980843801852069,9.99795402601847,6.997213747671745,6.997239357916298,15.999573020311644,9.997891138640178,31087330.0
