Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Club actual,Proveedor,Fin de contrato,Valor de mercado actual (numérico),Fecha de fichaje,comprado_por,Pie bueno,understat_matches,understat_minutes,overallrating,potential,crossing,finishing,headingaccuracy,shortpassing,volleys,dribbling,curve,fk_accuracy,longpassing,ballcontrol,acceleration,sprintspeed,agility,reactions,balance,shotpower,jumping,stamina,strength,longshots,aggression,interceptions,positioning,vision,penalties,composure,defensiveawareness,standingtackle,slidingtackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Sergio Herrera Pirón,28.0,113,3,24,NULL,30/06/2026,4000000.0,12/07/2017,NULL,1.0,0.8834822262126095,1.4467731225231206,0.7920928443470114,0.1387932678288245,-1.821303108864252,-1.6585125755302617,-2.2218605189661007,-2.967505858315317,-1.5957095273155304,-2.3701395236292773,-1.736259123768902,-1.3901834279703376,-2.759896375410594,-2.212732367910696,-1.4581010296346362,-1.1808649949566423,-1.4235820222635391,0.6679278784581544,-1.3037259544707145,-0.7662267180980222,-0.6393379380902917,-1.5703971525797762,-0.184859494584086,-1.8320441958373044,-2.124219843288358,-1.900051045437148,2.917923126689611,-1.8674902696939324,-1.1214738232284296,-1.279552649018264,-1.765226001294775,-1.6825335173683578,-1.524333998940144,2.9596342099995328,3.0311694684335952,2.9492837053893504,2.917923126689611,2.9322840154485235
Aitor Fernández Abarisketa,28.0,113,3,24,NULL,30/06/2027,1500000.0,02/07/2022,-0.4873281855533991,1.0,-1.5481055837516164,-1.0743708466762871,0.4458984193701703,-0.2624979845675464,-1.3294560478798976,-1.84109575571546,-1.920359634358796,-2.0249446466027057,-1.6449711738466917,-2.029948571367932,-1.0945019869923427,-1.7562193269454354,-1.832262476711147,-2.930759838327427,-0.6056915657338268,-0.9814484529820676,-0.750557238666934,0.5374188359290758,-1.10676998697064,-1.1593193897719285,-0.7334320223853699,-1.7580681033809669,-1.4752971429279516,-1.9242450968128373,-2.681652518291601,-1.378689217581493,2.868799400662504,-0.940231193207619,-1.5897561868513577,-1.1083979340612995,-1.8093878590399508,-1.8524383440202496,-1.7809174879515397,2.863120202542702,2.830946017963708,2.591185435934738,2.868799400662504,2.9322840154485235
Daniel Cárdenas Lindez,28.0,113,3,76,NULL,30/06/2027,1800000.0,18/08/2023,-0.5260479963943305,1.0,-2.1316866581430305,-1.5666972440950555,0.0997039943933291,-0.0618523583693609,-2.313150169848607,-2.1606163210395555,-2.3223608138352025,-1.890293044929476,-1.9898026995648217,-2.4673369385610906,-2.2299184597508708,-1.808510169656164,-0.9046285780117004,-2.82029407364793,-1.4581010296346362,-1.646170259563984,-0.750557238666934,0.2764007508709185,-1.5006819219707888,-0.8448452524328034,-1.3920906124509171,-2.5713088901861263,-1.4752971429279516,-2.246948250227203,-2.347192913289655,-2.160731959364976,2.8196756746353966,-2.0814731334984664,-1.99950325502142,-2.2209035812815667,-1.853549716785127,-1.8524383440202496,-1.7809174879515397,2.718349191357456,2.780890155346236,2.8469699141166043,2.8196756746353966,2.743393627261284
Augusto Martín Batalla Barga,5.0,46,3,76,NULL,30/06/2025,6000000.0,23/08/2024,-0.2162895096668798,1.0,-0.575470459765926,-0.0085653489675246,0.4458984193701703,-0.0618523583693609,-1.9688572271595584,-1.749804165622861,-2.121360224097,-1.890293044929476,-1.7434944669090149,-2.272942108697464,-2.131186592554477,-1.5993467988132506,-1.7660029125183294,-2.212732367910696,-1.5892409471578377,-1.7126424402221756,-1.962001849140823,0.4069097933999971,-1.4350299328040974,-0.7662267180980222,-0.4511497695001353,-2.258523972184142,0.2452863881972024,-1.785943745349538,-2.0684765757880337,-1.4221360365694646,2.868799400662504,-0.8689035719394411,-1.6482914823042236,-2.905522441109424,-1.632740428059247,-1.6400573107053846,-1.5670979137753769,2.863120202542702,2.9310577431986515,2.898126809752977,2.868799400662504,2.837838821354904
Vicente Guaita Panadero,28.0,113,3,69,9.0,30/06/2025,800000.0,01/09/2023,-0.6034876180761931,1.0,0.3971646642197643,0.936052112453541,0.4458984193701703,-0.2624979845675464,-1.2310866356830266,-1.8867415507617589,-1.920359634358796,-1.620989841583015,-1.7434944669090149,-2.321540816163371,-1.1932338541887364,-1.4424742706810658,-1.7660029125183294,-2.378431014929941,-1.3925310708730354,-1.0479206336402591,-0.2121374117896499,0.2764007508709185,-1.10676998697064,-0.6089896494284598,-0.5452438537952135,-1.6329541361801732,-0.4429470242528591,-1.785943745349538,-2.1799631107886825,-1.2483487606175796,2.868799400662504,-0.6549207081349073,-1.2970797095870277,-0.5093564317119252,-1.4119311393333671,-1.7674859306943038,-1.5670979137753769,2.863120202542702,2.981113605816123,3.051597496662097,2.868799400662504,2.790616224308094
Iván Villar Martínez,28.0,113,3,69,NULL,30/06/2027,900000.0,01/07/2019,-0.5879996937398206,1.0,-1.0617880217587712,-0.5668959447215566,-0.0733932180950914,-0.0618523583693609,-2.1655960515533006,-1.84109575571546,-2.121360224097,-3.034831659151932,-1.792756113440176,-2.0785472788338377,-1.7856250573670989,-1.703928484234707,-2.693636811217776,-2.765061191308181,-2.3105104935354457,-2.3108920661459003,-1.8946993707811624,0.0153826658127613,-1.8289418678042464,-1.0020823211023655,-1.7684669496312295,-2.321080955784539,-1.4752971429279516,-1.785943745349538,-2.5144227157906283,-1.6393701315093208,2.770551948608289,-1.2255416782803308,-1.6482914823042236,-1.8785941513676383,-1.9860352900206548,-1.7674859306943038,-1.6526257434458418,2.6700921876290407,2.730834292728764,2.7446561228438577,2.770551948608289,2.743393627261284
Leonardo Román Riquelme,28.0,113,3,73,NULL,30/06/2026,2500000.0,01/07/2022,-0.541535920730703,1.0,NULL,NULL,-0.0733932180950914,0.740730146423381,-2.116411345454865,-1.84109575571546,-2.3223608138352025,-2.6982026549688567,-1.8912794065024987,-2.321540816163371,-2.08182065895628,-1.860801012366892,-2.4948581186393235,-2.709828308968433,-1.195821194588233,-1.3138093562730258,-1.0870696304652363,0.0153826658127613,-1.1724219761373316,-0.9234637867675848,-0.6393379380902917,-1.4452831853789825,-0.0988303180278283,-2.01644599778837,-2.2357063782890068,-1.8131574074612056,2.5740570444998614,-1.011558814475797,-2.116573845927152,-1.8785941513676383,-1.8977115745303028,-1.809962137357277,-1.6526257434458418,2.6700921876290407,2.830946017963708,2.795813018480231,2.5740570444998614,2.696171030214474
Iván Cuéllar Sacristán,28.0,113,3,73,NULL,30/06/2025,100000.0,28/08/2023,-0.6731832775898695,2.0,-2.1316866581430305,-1.5666972440950555,-1.2850737055140355,-2.2689542465494013,-1.378640753978333,-1.704158370576561,-2.272110666400652,-2.900180057478702,-1.546447880784369,-2.418738231095184,-1.5881613229743117,-1.494765113391794,-2.2960794260608703,-2.985992720667176,-1.0646812770650318,-1.845586801538559,-1.154372108824897,-0.7676715893617102,-1.5006819219707888,-1.3951749927762718,-0.3570556852050571,-1.820625086981364,0.5033739178659755,-1.9242450968128373,-1.6782737032857638,-1.509029674545407,2.3775621403914333,-1.011558814475797,-1.5312208913984915,-1.0228205765828178,-1.5444167125688952,-1.937390757346196,-1.6526257434458418,2.284036157801718,2.4805549796414046,2.3865578533892453,2.3775621403914333,2.3183902538399948
Ørjan Håskjold Nyland,65.0,267,3,88,NULL,30/06/2026,1000000.0,20/08/2023,-0.6344634667489382,1.0,0.1053741270240572,0.6731173551507702,0.2728012068817497,-0.4631436107657319,-2.214780757651736,-1.8867415507617589,-2.272110666400652,-2.6308768541322416,-1.6942328203778532,-2.0785472788338377,-2.131186592554477,-1.7562193269454354,-1.832262476711147,-2.4336638972696902,-1.3269611121114349,-1.3138093562730258,-1.4235820222635391,0.1458917083418399,-0.7785100411371827,-0.6089896494284598,-0.5452438537952135,-2.1334100049833484,0.073228035084687,-1.878144646325071,-2.0684765757880337,-1.509029674545407,2.770551948608289,-2.1528007547666443,-1.5312208913984915,-2.477635653717013,-1.6769022858044231,-1.937390757346196,-1.7809174879515397,2.8148631988142867,2.8810018805811795,3.051597496662097,2.770551948608289,2.696171030214474
Álvaro Fernández Llorente,28.0,113,3,88,NULL,30/06/2025,2500000.0,12/08/2024,-0.4873281855533991,1.0,-0.9645245093602022,-1.175000198236607,-0.0733932180950914,-0.0618523583693609,-2.362334875947042,-2.0236789359006573,-2.473111256138856,-2.6308768541322416,-2.088325992627144,-2.418738231095184,-2.08182065895628,-1.808510169656164,-2.4285985544465056,-2.157499485570947,-1.523670988396237,-1.114392814298451,0.1243749800086525,0.2764007508709185,-1.10676998697064,-1.1593193897719285,-1.297996528155839,-1.8831820705817608,-0.8730929070341477,-2.246948250227203,-2.291449645789331,-1.8131574074612056,2.7214282225811823,-1.5821797846212209,-2.175109141380018,-1.365130006496746,-1.9860352900206548,-1.937390757346196,-1.823681402786772,2.766606195085872,2.680778430111292,2.591185435934738,2.7214282225811823,2.743393627261284
David Soria Solís,28.0,113,3,41,NULL,30/06/2026,4000000.0,13/07/2018,NULL,1.0,1.564326813002593,2.1273737906031327,1.1382872693238526,0.5400845202251955,-2.0672266393564294,-1.5215751903913637,-1.769609192055143,-2.5635510532956265,-1.447924587722046,-2.321540816163371,-1.6375272565725083,-1.9130918550776204,-1.9647816050967823,-2.599362544288936,-1.261391153349834,-2.2444198854877087,-1.0870696304652363,0.9289459635163116,-1.631985900304172,-0.8448452524328034,0.1134147362703337,-1.5078401689793794,0.5033739178659755,-1.6476423938862383,-2.0684765757880337,-1.5524764935333784,3.065294304770932,-1.082886435743975,-1.6482914823042236,-0.6805111466688893,-1.4560929970785432,-1.8524383440202496,-1.738153573116307,3.0561482174563634,3.081225331051067,2.8469699141166043,3.065294304770932,3.026729209542143
Jiří Letáček,76.0,307,3,41,2.0,30/06/2028,2000000.0,13/07/2024,-0.6344634667489382,1.0,NULL,NULL,-0.9388792805371944,-0.8644348631621029,-1.9688572271595584,-1.749804165622861,-2.121360224097,-2.6308768541322416,-1.6942328203778532,-2.515935646026997,-1.9830887917598865,-1.808510169656164,-2.2960794260608703,-2.765061191308181,-1.6548109059194385,-2.5103086081204755,-1.4235820222635391,-1.8117439295943392,-2.0258978353043204,-1.3165564584414906,-0.1688675166149007,-1.7580681033809669,1.0195489772035218,-1.878144646325071,-2.1799631107886825,-1.900051045437148,2.5249333184727543,-1.9388178909621103,-1.5897561868513577,-2.135326223803085,-1.9860352900206548,-1.809962137357277,-1.524333998940144,2.5253211764437946,2.5306108422588767,2.4377147490256186,2.5249333184727543,2.507280642027234
Dinko Horkaš,21.0,95,3,98,NULL,30/06/2028,1200000.0,01/07/2024,-0.5879996937398206,1.0,NULL,NULL,-0.7657820680487738,-0.6637892369639175,-1.7721184027658168,-1.9323873458080585,-2.272110666400652,-1.3516866382365549,-1.6449711738466917,-2.5645343534929035,-2.180552526152674,-1.860801012366892,-0.8383690138188827,-2.378431014929941,-0.9991113183034313,-1.646170259563984,-0.481347325228292,-0.8981806318907889,-2.091549824471012,-1.0020823211023655,-0.6393379380902917,-2.5713088901861263,-0.2708886711403437,-2.062546448276137,-2.124219843288358,-2.030391502401062,2.5740570444998614,-0.2269549805258396,-1.99950325502142,-2.306480938760049,-1.632740428059247,-1.937390757346196,-1.823681402786772,2.5253211764437946,2.5806667048763483,2.6934992272074845,2.5740570444998614,2.507280642027234
Марко Дмитровић,95.0,317,3,25,NULL,30/06/2025,800000.0,12/08/2024,-0.6112315802443794,2.0,-0.9645245093602022,-0.3980983227494074,0.6189956318585909,-0.0618523583693609,-1.3294560478798976,-1.475929395345064,-1.920359634358796,-1.890293044929476,-1.3986629411908846,-2.710330475890624,-1.7856250573670989,-1.5470559561025223,-1.500964655747059,-3.1516913676864218,-1.8515207822042403,-2.177947704829517,-2.298514240939125,0.4069097933999971,-1.8289418678042464,-0.5303711150936786,-0.1688675166149007,-1.3827262017785855,0.8474906240910064,-1.693742844374005,-2.4029361807899794,-1.682816950497292,3.0161705787438247,-1.2968692995485087,0.4004438585460868,-0.7660885041473715,-1.5885785703140711,-1.4701524840534923,-1.4388061692696787,2.8148631988142867,2.981113605816123,3.10275439229847,3.0161705787438247,2.837838821354904
Juan Soriano Oropesa,28.0,113,3,25,NULL,30/06/2027,1200000.0,02/07/2024,-0.5647678072352618,1.0,NULL,NULL,0.0997039943933291,-0.2624979845675464,-2.1655960515533006,-1.749804165622861,-1.920359634358796,-3.034831659151932,-1.7434944669090149,-2.127145986299744,-1.1932338541887364,-1.2333108998381528,-2.561117682832141,-2.4336638972696902,-1.982660699727442,-2.045003343513134,-1.5581869789828602,0.0153826658127613,-1.4350299328040974,-1.0807008554371471,-1.1098083595656825,-2.0082960377825545,-0.9591220835904054,-1.7398432948617717,-2.124219843288358,-1.7262637694852632,2.770551948608289,-1.7961626484257545,-1.3556150050398936,-1.7930167938891566,-1.721064143549599,-1.979866964009169,-1.6953896582810744,2.766606195085872,2.680778430111292,2.642342331571111,2.770551948608289,2.790616224308094
Joan García Pons,28.0,113,3,71,NULL,30/06/2028,20000000.0,01/07/2021,NULL,1.0,0.2026376394226262,-0.1741168628248248,0.965190056835432,1.5433126512161228,-2.1655960515533006,-2.114970525993256,-2.3223608138352025,-1.3516866382365549,-2.039064346095983,-2.272942108697464,-2.180552526152674,-1.860801012366892,-0.9046285780117004,-2.157499485570947,-1.3925310708730354,-1.5796980789057924,-0.481347325228292,0.5374188359290758,-1.5006819219707888,-0.6876081837632411,-0.9216201909755262,-2.0082960377825545,-0.8730929070341477,-2.062546448276137,-1.8455035057867368,-1.8566042264491769,3.0161705787438247,-0.6549207081349073,-1.9409679595685536,-0.7660885041473715,-2.1185208632561827,-1.8524383440202496,-1.6953896582810744,3.007891213727948,3.081225331051067,3.000440601025724,3.0161705787438247,3.026729209542143
Fernando Pacheco Flores,28.0,113,3,71,NULL,30/06/2026,900000.0,31/01/2023,-0.4486083747124678,2.0,-1.4508420713530474,-1.177164270313173,-0.246490430583512,-1.0650804893602883,-2.116411345454865,-1.6585125755302617,-2.4228611087043044,-2.6308768541322416,-1.7434944669090149,-2.5645343534929035,-1.7856250573670989,-1.4424742706810658,-2.163560297675235,-2.544129661949188,-1.3925310708730354,-1.7126424402221756,-0.5486498035879525,0.0153826658127613,-0.7785100411371827,-1.1593193897719285,-0.5452438537952135,-1.5078401689793794,0.3313155647534601,-1.785943745349538,-1.9012467732870608,-1.291795579605551,2.672304496554076,-0.7262483294030853,-1.6482914823042236,-0.5093564317119252,-1.632740428059247,-1.725009724031331,-1.738153573116307,2.6700921876290407,2.730834292728764,2.591185435934738,2.672304496554076,2.6017258361208544
Ángel Fortuño Viñas,28.0,113,3,71,NULL,30/06/2027,300000.0,01/07/2024,-0.657695353253497,1.0,NULL,NULL,-1.6312681304908767,-0.6637892369639175,-2.116411345454865,-1.9780331408543577,-2.272110666400652,-2.6982026549688567,-1.9898026995648217,-2.4673369385610906,-2.131186592554477,-1.9130918550776204,-2.4948581186393235,-2.544129661949188,-1.5892409471578377,-1.845586801538559,-1.4908845006231997,-1.0286896744198677,-0.9098140194705656,-1.3951749927762718,-1.7684669496312295,-2.321080955784539,-1.4752971429279516,-2.2008477997394365,-1.6782737032857638,-2.030391502401062,2.328438414364326,-1.082886435743975,-1.882432664115688,-2.392058296238531,-2.030197147765831,-1.809962137357277,-1.8664453176220048,2.187522150344887,2.330387391788989,2.3865578533892453,2.328438414364326,2.223945059746375
Antonio Sivera Salvá,28.0,113,3,31,NULL,30/06/2027,6000000.0,19/07/2017,NULL,1.0,1.0780092510097476,1.646949789605477,0.2728012068817497,0.1387932678288245,-1.7229336966673812,-1.704158370576561,-2.2218605189661007,-2.294247849949166,-1.5957095273155304,-2.418738231095184,-1.4894294557779175,-1.860801012366892,-1.9647816050967823,-2.267965250250444,-0.6056915657338268,-0.8485040916656843,-0.346742368508971,-0.3761444617744744,-0.7785100411371827,-0.6089896494284598,-0.3570556852050571,-1.5703971525797762,-0.5289762008091169,-1.9242450968128373,-2.124219843288358,-1.378689217581493,2.8196756746353966,-1.082886435743975,-1.5897561868513577,-1.279552649018264,-1.853549716785127,-1.6825335173683578,-1.7809174879515397,2.8148631988142867,2.830946017963708,3.051597496662097,2.8196756746353966,2.837838821354904
Jesús Lázaro Owono Ngua Akeng,43.0,190,3,31,NULL,30/06/2026,1000000.0,01/07/2022,-0.6654393154216833,0.0,-1.839896120947324,-1.2745475137586435,-1.458170918002456,-0.8644348631621029,-2.1655960515533006,-1.9780331408543577,-2.4228611087043044,-3.102157459988548,-2.088325992627144,-2.856126598288343,-2.08182065895628,-1.808510169656164,-2.561117682832141,-2.8755269559876786,-2.835070163628252,-2.3108920661459003,-1.962001849140823,-1.2897077594780246,-1.10676998697064,-1.3165564584414906,-2.427125539696777,-2.821536824587714,-1.647355496040467,-2.1086468987639035,-2.347192913289655,-1.9869446834130904,2.1810672362830053,-1.5821797846212209,-2.175109141380018,-2.9910997985879058,-2.0743590055110066,-1.8524383440202496,-1.738153573116307,2.428807168986964,2.4304991170239325,2.4377147490256186,2.1810672362830053,2.223945059746375
Adrián Rodríguez Giménez,28.0,45,3,31,NULL,30/06/2027,100000.0,01/07/2024,-0.6693112965057764,1.0,-0.0891528977730808,-0.2347108809686732,-1.9774625554677177,-1.4663717417566593,-2.1655960515533006,-2.0236789359006573,-2.372610961269753,-3.371460663335008,-2.039064346095983,-2.418738231095184,-2.2299184597508708,-1.9130918550776204,-2.759896375410594,-3.0412256030069247,-2.5727903285818488,-2.3773642468040923,-2.365816719298786,-1.9422529721234176,-2.2885057919710867,-1.3165564584414906,-1.5802787810410734,-3.0092077753889046,-0.2708886711403437,-2.1086468987639035,-2.012733308287709,-1.8566042264491769,2.328438414364326,-1.8674902696939324,-2.29217973228575,-2.819945083630941,-2.030197147765831,-1.8524383440202496,-1.738153573116307,2.042751139159641,2.180219803936573,2.4377147490256186,2.328438414364326,2.129499865652756
André Filipe Magalhães Ribeiro Ferreira,72.0,292,3,81,NULL,30/06/2027,800000.0,01/07/2024,-0.6189755424125657,1.0,-0.3809434349687879,-0.8882606480916099,-0.9388792805371944,-1.6670173679548448,-1.870487814962688,-1.6128667804839625,-2.3223608138352025,-2.6982026549688567,-1.7434944669090149,-2.224343401231557,-1.9337228581616897,-1.860801012366892,-2.362338990253688,-2.378431014929941,-1.917090740965841,-1.9120589821967504,-0.4140448468686315,-1.0286896744198677,-0.6472060628037998,-1.2379379241067094,-0.6393379380902917,-2.1334100049833484,0.5894030944222333,-1.693742844374005,-2.012733308287709,-1.5959233125213494,2.5249333184727543,-1.011558814475797,-1.8238973686628217,-2.5632130111954954,-1.8977115745303028,-1.809962137357277,-1.524333998940144,2.5253211764437946,2.330387391788989,2.488871644661992,2.5249333184727543,2.4600580449804244
yann-sommer,86.0,335,3,47,7.0,30/06/2026,4000000.0,07/08/2023,-0.2937291313487425,1.0,1.0780092510097476,1.646949789605477,2.176870544254376,1.7439582774143083,-2.1655960515533006,-1.79544996066916,-2.4228611087043044,-1.4863382399097849,-1.9898026995648217,-2.029948571367932,-2.180552526152674,-1.808510169656164,-1.6334837841326943,-2.04703372089145,-1.261391153349834,-0.914976272323876,-0.615952281947613,1.450982133632626,-0.4502500953037253,-0.1372784434197725,-0.4511497695001353,-1.3827262017785855,-0.0988303180278283,-1.9242450968128373,-1.3995573657841422,-1.509029674545407,3.409160386960681,0.0583555045468721,-1.5897561868513577,-1.193975291539782,-2.030197147765831,-1.5975811040424115,-1.7809174879515397,3.1526622249131946,3.2313929189034827,3.4608526617530826,3.409160386960681,3.3572873888698123
Josep Martínez Riera,28.0,113,3,47,NULL,30/06/2029,12000000.0,09/07/2024,-0.0614102663031544,1.0,0.9807457386111784,1.244432383364198,2.349967756742797,1.9446039036124936,0.5395627838606504,1.8562136430347933,1.396150096321561,0.6680873868618987,2.148175609052737,0.8373751691205569,1.176330958524714,0.9106136513017064,0.619341398423105,0.935541925454974,1.0335574033061914,0.7468282441309152,1.4704245472018629,2.625563516394333,1.7819175363637847,1.6709478462801952,1.9012023378768192,0.994439175036496,1.3636656834285523,1.210585536355285,1.3318627417317486,-0.3359655618701838,-0.4716139691807754,1.1282698235695414,1.337008585791943,1.715654862728609,0.0012483085122636,-0.2383424908272742,-0.4124722132240967,-0.3218420435327115,-0.4727409147894356,-0.4782283022476529,-0.4716139691807754,-0.2316299866877389
Josep Martínez Riera,28.0,113,3,47,NULL,30/06/2029,12000000.0,09/07/2024,-0.0614102663031544,1.0,0.9807457386111784,1.244432383364198,0.0997039943933291,-0.2624979845675464,-2.214780757651736,-2.114970525993256,-2.372610961269753,-2.765528455805472,-2.088325992627144,-2.710330475890624,-2.2299184597508708,-1.860801012366892,-2.561117682832141,-3.096458485346673,-2.835070163628252,-2.5103086081204755,-2.298514240939125,0.4069097933999971,-2.8137217053046184,-1.2379379241067094,-1.7684669496312295,-1.5703971525797762,-0.9591220835904054,-2.15474734925167,-2.1799631107886825,-1.9434978644251195,2.868799400662504,-0.7975759506712632,-1.9409679595685536,-2.2209035812815667,-1.765226001294775,-1.8524383440202496,-1.6526257434458418,2.766606195085872,2.680778430111292,2.540028540298365,2.868799400662504,2.6489484331676643
raffaele-di-gennaro,53.0,224,3,47,NULL,30/06/2025,300000.0,13/07/2023,-0.6538233721694039,1.0,-2.1316866581430305,-1.6413577307365832,-0.9388792805371944,-1.8676629941530305,-2.214780757651736,-1.704158370576561,-2.121360224097,-2.900180057478702,-1.3986629411908846,-2.175744693765651,-2.08182065895628,-1.5470559561025223,-2.759896375410594,-2.267965250250444,-1.720380864681039,-1.5132258982476008,-2.096606805860144,-0.506653504303553,-1.5006819219707888,-1.4737935271110532,-1.6743728653361516,-1.69551111978057,-1.5613263194842093,-2.062546448276137,-2.291449645789331,-1.4221360365694646,2.3775621403914333,-1.4395245420848648,-1.5897561868513577,-0.0814696443195147,-2.162682721001359,-1.6400573107053846,-1.5670979137753769,2.6218351839006253,2.4805549796414046,2.284244062116499,2.3775621403914333,2.4600580449804244
Mike Peterson Maignan,40.0,156,3,3,11.0,30/06/2026,25000000.0,01/07/2021,NULL,1.0,0.5916916890169024,1.1600335723781237,2.176870544254376,2.1452495298106795,-1.9196725210611232,-1.704158370576561,-2.0711100766624484,-0.2744738248507128,-1.5957095273155304,-1.6411589116406786,-0.897038252599555,-1.6516376415239788,-0.1095138076978889,-1.494704897493964,-0.1467018544026217,-0.3831988270583428,-0.4140448468686315,1.7120002186907832,-0.5815540736371082,-0.1372784434197725,0.8661674106309593,-1.7580681033809669,1.1916073303160373,-1.5554414929107054,-1.566787168285115,-1.3352423985935222,3.26178920887936,0.1296831258150501,-2.116573845927152,0.0041077131589672,-1.4119311393333671,-1.725009724031331,-1.481570084104911,3.20091922864161,3.2814487815209543,3.4608526617530826,3.26178920887936,3.3100647918230024
marco-sportiello,53.0,224,3,3,6.0,30/06/2027,1500000.0,01/07/2023,NULL,1.0,-1.5481055837516164,-0.9823977834222316,0.2728012068817497,-0.4631436107657319,-2.1655960515533006,-1.5672209854376629,-2.020859929227897,-0.8804060323802488,-1.792756113440176,-2.175744693765651,-1.29196572138513,-1.3901834279703376,-0.7058498854332476,-2.488896779609439,-1.261391153349834,-1.9785311628549425,-0.750557238666934,-0.506653504303553,-0.4502500953037253,-0.7662267180980222,-0.5452438537952135,-1.8831820705817608,-0.2708886711403437,-1.693742844374005,-2.2357063782890068,-1.1614551226416372,3.0161705787438247,-0.3696102230621955,-1.7653620732099555,-0.2526243592764789,-1.2794455660978394,-1.6825335173683578,-1.738153573116307,2.766606195085872,2.730834292728764,2.898126809752977,3.0161705787438247,2.743393627261284
lorenzo-torriani,53.0,224,3,3,14.0,30/06/2027,500000.0,01/07/2024,-0.6801528435412372,1.0,NULL,NULL,-2.4967541929329795,-0.4631436107657319,-2.313150169848607,-2.1606163210395555,-2.4228611087043044,-0.947731833216864,-2.1868492856894672,-2.515935646026997,-2.180552526152674,-1.9653826977883488,-1.1696668347829708,-2.765061191308181,-2.966210081151453,-3.4409191373351584,-2.298514240939125,-1.5507258445361818,-2.8137217053046184,-1.2379379241067094,-2.897595961172168,-2.5713088901861263,-1.8194138491529823,-2.2008477997394365,-2.6259092507912767,-1.7262637694852632,2.131943510255898,-0.7975759506712632,-1.99950325502142,-1.1083979340612995,-1.9860352900206548,-1.979866964009169,-1.823681402786772,1.9944941354312256,1.8298287656142704,2.488871644661992,2.131943510255898,2.0822772686059454
michele-di-gregorio,53.0,224,3,49,NULL,30/06/2029,18000000.0,05/07/2024,0.7129859505154722,1.0,0.9807457386111784,1.4435270144082717,1.1382872693238526,1.1420213988197518,-2.1655960515533006,-1.9780331408543577,-2.372610961269753,-1.2170350365633245,-1.8420177599713368,-1.6411589116406786,-1.9337228581616897,-1.7562193269454354,-0.8383690138188827,-1.770869309192707,-0.802401442018629,-0.715559730349301,-0.750557238666934,-0.3761444617744744,-0.6472060628037998,-0.5303711150936786,-0.3570556852050571,-1.945739054182157,-0.0988303180278283,-1.6476423938862383,-2.0684765757880337,-1.7697105884732345,3.2126654828522527,0.1296831258150501,-1.99950325502142,-1.0228205765828178,-1.5002548548237191,-1.809962137357277,-1.8664453176220048,3.1044052211847792,3.0311694684335952,3.153911287934843,3.2126654828522527,3.073951806588953
mattia-perin,53.0,224,3,49,14.0,30/06/2027,3000000.0,01/07/2018,NULL,1.0,-1.9371596333458925,-1.4184583068502836,0.7920928443470114,0.1387932678288245,-2.2639654637501714,-1.8867415507617589,-2.3223608138352025,-2.361573650785781,-1.447924587722046,-2.175744693765651,-2.032454725358084,-1.808510169656164,-2.0973007334824176,-2.4336638972696902,-0.6712615244954275,-0.7820319110074927,-0.8851621953862551,0.2764007508709185,-2.2885057919710867,-1.0020823211023655,-0.9216201909755262,-2.321080955784539,-1.4752971429279516,-1.693742844374005,-2.124219843288358,-1.5959233125213494,3.0161705787438247,-1.3681969208166869,-1.7653620732099555,-0.2526243592764789,-1.5444167125688952,-1.894914550683223,-1.481570084104911,2.9596342099995328,3.081225331051067,2.7446561228438577,3.0161705787438247,2.9795066124953333
carlo-pinsoglio,53.0,224,3,49,4.0,30/06/2026,200000.0,01/07/2014,NULL,2.0,-2.1316866581430305,-1.6175529378943572,-0.7657820680487738,-1.6670173679548448,-2.1655960515533006,-1.8867415507617589,-2.272110666400652,-2.967505858315317,-1.9898026995648217,-2.224343401231557,-2.2299184597508708,-1.5470559561025223,-2.2960794260608703,-2.488896779609439,-1.5892409471578377,-1.7791146208803672,-2.231211762579465,-1.420216802007103,-1.631985900304172,-1.4737935271110532,-1.1098083595656825,-2.0708530213829515,-0.78706373047789,-2.2008477997394365,-1.734016970786088,-1.6393701315093208,2.6231807705269685,-2.0101455122302885,-1.7068267777570896,-0.4237790742334431,-1.5444167125688952,-1.894914550683223,-1.738153573116307,2.5253211764437946,2.6307225674938204,2.284244062116499,2.6231807705269685,2.5545032390740445
marco-carnesecchi,53.0,224,3,13,7.0,30/06/2028,25000000.0,01/07/2019,0.3257878421061588,1.0,0.3971646642197643,0.9620209773723332,1.4844816943006938,1.9446039036124936,-2.2639654637501714,-2.0236789359006573,-1.920359634358796,-2.159596248275936,-2.039064346095983,-2.418738231095184,-1.8843569245634928,-1.860801012366892,-2.0973007334824176,-2.544129661949188,-2.835070163628252,-1.9120589821967504,-1.7600944140618415,-0.1151263767163172,-2.616765737804544,-1.0020823211023655,-1.3920906124509171,-2.446194922985333,-1.2172096132591783,-2.01644599778837,-2.012733308287709,-1.8566042264491769,3.2126654828522527,-0.6549207081349073,-1.99950325502142,-2.392058296238531,-1.721064143549599,-1.7674859306943038,-1.7809174879515397,3.2491762323700253,3.131281193668539,2.7446561228438577,3.2126654828522527,3.2156195977293827
