Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Club actual,Proveedor,Fin de contrato,Valor de mercado actual (numérico),Fecha de fichaje,comprado_por,Pie bueno,understat_matches,understat_minutes,overallrating,potential,crossing,finishing,headingaccuracy,shortpassing,volleys,dribbling,curve,fk_accuracy,longpassing,ballcontrol,acceleration,sprintspeed,agility,reactions,balance,shotpower,jumping,stamina,strength,longshots,aggression,interceptions,positioning,vision,penalties,composure,defensiveawareness,standingtackle,slidingtackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Nediljko Labrović,21.0,93,3,35,NULL,30/06/2029,3000000.0,01/07/2024,-0.3324489421896738,1.0,NULL,NULL,-0.246490430583512,-0.4631436107657319,-2.214780757651736,-1.9780331408543577,-2.3223608138352025,-1.9576188457660904,-2.039064346095983,-2.3701395236292773,-2.2299184597508708,-1.7562193269454354,-1.4347050915542414,-2.544129661949188,-1.720380864681039,-1.9120589821967504,-1.3562795439038786,-0.2456354192453958,-0.9098140194705656,-1.4737935271110532,-0.4511497695001353,-2.446194922985333,0.7614614475347486,-2.1086468987639035,-1.7897602382864124,-1.7697105884732345,2.7214282225811823,-1.4395245420848648,-1.9409679595685536,-2.306480938760049,-1.6769022858044231,-1.6400573107053846,-1.481570084104911,2.6700921876290407,2.5306108422588767,2.335400957752872,2.7214282225811823,2.743393627261284
daniel-klein,1.0,5,3,35,NULL,30/06/2026,150000.0,02/07/2021,-0.6693112965057764,1.0,NULL,NULL,-2.323656980444559,-1.8676629941530305,-2.313150169848607,-2.0236789359006573,-2.3223608138352025,-2.832854256642087,-2.088325992627144,-2.661731768424717,-2.3780162605454613,-2.017673540499077,-2.561117682832141,-2.930759838327427,-3.0973499986746544,-2.7097251500950503,-2.567724154377768,-1.9422529721234176,-2.222853802804395,-1.866886198784959,-2.238937371106621,-2.758979840987317,-1.045151260146663,-2.2008477997394365,-2.5701659832909525,-2.117285140377004,1.984572332174577,-2.0101455122302885,-2.175109141380018,-3.333409228501834,-2.162682721001359,-1.7674859306943038,-1.7809174879515397,2.0910081428880565,2.0801080787016297,1.97730268829826,1.984572332174577,2.129499865652756
timo-horn,1.0,5,3,105,7.0,30/06/2026,800000.0,01/08/2024,-0.5879996937398206,2.0,NULL,NULL,-0.246490430583512,-1.0650804893602883,-1.870487814962688,-1.79544996066916,-2.2218605189661007,-2.5635510532956265,-1.6942328203778532,-2.127145986299744,-2.180552526152674,-1.703928484234707,-2.229819861868053,-2.488896779609439,-1.4581010296346362,-1.114392814298451,-1.0870696304652363,0.5374188359290758,-2.222853802804395,-1.7096491301153969,-0.7334320223853699,-2.258523972184142,-0.184859494584086,-1.693742844374005,-1.2323275632831694,-1.4655828555574355,2.475809592445647,-1.2968692995485087,-1.7653620732099555,-3.675718658415762,-1.8093878590399508,-1.8524383440202496,-1.7809174879515397,2.718349191357456,2.9310577431986515,2.079616479571006,2.475809592445647,2.6017258361208544
patrick-drewes,1.0,5,3,105,11.0,30/06/2026,800000.0,01/07/2024,-0.6344634667489382,1.0,0.1053741270240572,0.3593269040486979,-0.246490430583512,-1.0650804893602883,-2.0672266393564294,-1.749804165622861,-2.1716103715315502,-2.900180057478702,-1.6449711738466917,-2.515935646026997,-1.8843569245634928,-1.7562193269454354,-2.2960794260608703,-2.709828308968433,-2.441650411058647,-2.576780788778667,-2.365816719298786,-0.3761444617744744,-1.10676998697064,-1.2379379241067094,-0.6393379380902917,-1.6329541361801732,0.675432270978491,-1.9242450968128373,-1.566787168285115,-1.509029674545407,2.6231807705269685,-1.7248350271575763,-1.4726855959456255,-1.7930167938891566,-1.721064143549599,-1.7674859306943038,-1.6098618286106092,2.718349191357456,2.680778430111292,2.540028540298365,2.6231807705269685,2.696171030214474
paul-grave,1.0,5,3,105,NULL,30/06/2025,50000.0,01/07/2019,-0.6770552586739627,1.0,NULL,NULL,-3.3622402553750823,-3.071536751342143,-2.214780757651736,-2.0693247309469567,-2.4228611087043044,-3.304134862498393,-1.9898026995648217,-2.856126598288343,-2.180552526152674,-1.9130918550776204,-2.892415503796229,-2.82029407364793,-3.228489916197856,-2.6432529694368587,-2.635026632737428,-4.421924780175911,-2.682417726971236,-2.181360336124084,-1.6743728653361516,-3.0092077753889046,0.3313155647534601,-2.062546448276137,-1.9569900407873853,-1.9869446834130904,1.837201154093256,-2.366783618571178,-2.4092503231914817,-2.648790368673977,-1.8977115745303028,-1.937390757346196,-1.6953896582810744,1.801466120517564,1.9299404908492144,1.670361314480021,1.837201154093256,2.035054671559136
kevin-muller,1.0,5,3,0,NULL,30/06/2027,1000000.0,01/07/2015,NULL,1.0,1.0780092510097476,1.646949789605477,-0.0733932180950914,-0.8644348631621029,-2.214780757651736,-1.79544996066916,-2.272110666400652,-2.765528455805472,-1.8420177599713368,-2.272942108697464,-2.131186592554477,-1.6516376415239788,-2.8261559396034115,-2.709828308968433,-1.195821194588233,-1.4467537175894092,-1.2216745871845576,0.0153826658127613,-1.4350299328040974,-1.0807008554371471,-0.1688675166149007,-2.258523972184142,0.5894030944222333,-1.785943745349538,-1.2323275632831694,-1.5524764935333784,2.770551948608289,-2.7947493461802457,-1.8238973686628217,-1.365130006496746,-1.8977115745303028,-1.979866964009169,-1.8664453176220048,2.57357818017221,2.680778430111292,2.642342331571111,2.770551948608289,2.790616224308094
vitus-eicher,1.0,5,3,0,2.0,30/06/2025,250000.0,17/01/2017,-0.6615673343375902,2.0,NULL,NULL,-1.458170918002456,-2.4695998727475867,-2.214780757651736,-1.704158370576561,-2.3223608138352025,-2.900180057478702,-1.3986629411908846,-2.515935646026997,-2.180552526152674,-1.703928484234707,-2.892415503796229,-2.378431014929941,-1.3925310708730354,-1.5796980789057924,-1.2216745871845576,-2.333780099710653,-2.222853802804395,-1.6310305957806157,-0.6393379380902917,-1.945739054182157,0.2452863881972024,-1.8320441958373044,-1.4553006332844665,-1.4221360365694646,2.3775621403914333,-3.436697937593847,-2.175109141380018,-2.135326223803085,-1.853549716785127,-1.7674859306943038,-1.7809174879515397,2.332293161530133,2.380443254406461,2.1819302708437527,2.3775621403914333,2.3656128508868046
frank-feller,1.0,5,3,0,NULL,30/06/2029,500000.0,01/07/2023,NULL,1.0,NULL,NULL,-1.1119764930256149,-0.2624979845675464,-2.214780757651736,-2.0693247309469567,-2.272110666400652,-2.900180057478702,-2.039064346095983,-2.515935646026997,-2.279284393349068,-1.9130918550776204,-2.759896375410594,-2.709828308968433,-2.507220369820248,-2.3773642468040923,-2.096606805860144,-3.769379567530518,-1.4350299328040974,-1.0807008554371471,-2.80350187687709,-2.5713088901861263,-2.4216180850467866,-2.2008477997394365,-2.1799631107886825,-1.9869446834130904,2.672304496554076,-1.6535074058893986,-2.233644436832884,-1.1083979340612995,-2.0743590055110066,-1.809962137357277,-1.738153573116307,2.6700921876290407,2.5806667048763483,2.642342331571111,2.672304496554076,2.3656128508868046
paul-tschernuth,6.0,50,3,0,2.0,30/06/2027,100000.0,01/07/2021,NULL,2.0,NULL,NULL,-2.6698514054214,-1.8676629941530305,-2.2639654637501714,-2.0236789359006573,-2.3223608138352025,-2.967505858315317,-1.8912794065024987,-2.515935646026997,-2.180552526152674,-1.9130918550776204,-2.8261559396034115,-2.599362544288936,-3.228489916197856,-3.374446956676967,-2.9715390245357307,-4.030397652588675,-1.7632898786375548,-1.6310305957806157,-3.462160466942637,-2.69642285738692,-2.4216180850467866,-2.062546448276137,-2.124219843288358,-2.117285140377004,1.984572332174577,-3.0087322099847795,-1.882432664115688,-3.247831871023352,-2.162682721001359,-1.937390757346196,-1.7809174879515397,2.042751139159641,2.180219803936573,2.1819302708437527,1.984572332174577,1.9878320745123257
nikola-vasilj,7.0,56,3,38,NULL,-,3000000.0,01/07/2021,NULL,1.0,0.9807457386111784,1.1816742931437838,-0.0733932180950914,-0.6637892369639175,-2.313150169848607,-1.9780331408543577,-2.3223608138352025,-1.890293044929476,-2.088325992627144,-2.515935646026997,-2.08182065895628,-1.9130918550776204,-1.6334837841326943,-2.488896779609439,-2.0482306584890426,-2.5103086081204755,-1.7600944140618415,-0.1151263767163172,-2.748069716137927,-1.3165564584414906,-0.827526106680448,-2.8840938081881107,0.2452863881972024,-2.15474734925167,-1.8455035057867368,-1.7697105884732345,2.8196756746353966,-1.3681969208166869,-2.058038550474285,-1.1083979340612995,-1.853549716785127,-1.979866964009169,-1.6953896582810744,2.6700921876290407,2.6307225674938204,2.4377147490256186,2.8196756746353966,2.743393627261284
eric-oelschlagel,1.0,5,3,38,NULL,-,300000.0,23/10/2024,-0.6538233721694039,1.0,NULL,NULL,-1.458170918002456,-2.2689542465494013,-2.116411345454865,-1.84109575571546,-1.6691088971860415,-2.967505858315317,-1.8912794065024987,-2.3701395236292773,-1.7856250573670989,-1.9130918550776204,-2.759896375410594,-2.4336638972696902,-1.982660699727442,-1.845586801538559,-2.1639092842198044,-1.0286896744198677,-2.2885057919710867,-1.866886198784959,-0.7334320223853699,-2.321080955784539,0.073228035084687,-2.01644599778837,-2.1799631107886825,-1.9434978644251195,2.279314688337219,-2.366783618571178,-1.9409679595685536,-3.076677156066388,-2.0743590055110066,-1.6825335173683578,-1.6098618286106092,2.428807168986964,2.230275666554045,1.97730268829826,2.279314688337219,2.3656128508868046
soren-ahlers,1.0,5,3,38,NULL,-,50000.0,31/08/2021,NULL,0.0,NULL,NULL,-2.6698514054214,-3.071536751342143,-2.2639654637501714,-2.1606163210395555,-2.372610961269753,-3.102157459988548,-2.1375876391583057,-2.856126598288343,-2.131186592554477,-1.808510169656164,-2.627377247024959,-3.096458485346673,-2.900640122389852,-2.7097251500950503,-2.231211762579465,-3.63887052500144,-2.551113748637853,-1.5524120614458343,-1.862561033926308,-2.69642285738692,-0.184859494584086,-2.2008477997394365,-2.6259092507912767,-2.160731959364976,2.082819784228791,-2.0814731334984664,-2.116573845927152,-3.761296015894244,-2.030197147765831,-1.894914550683223,-1.7809174879515397,2.042751139159641,2.0300522160841576,2.233087166480126,2.082819784228791,2.0822772686059454
thomas-dahne,1.0,5,3,46,NULL,30/06/2026,400000.0,01/07/2020,NULL,0.0,NULL,NULL,-1.1119764930256149,-2.068308620351216,-2.116411345454865,-1.749804165622861,-2.0711100766624484,-2.226922049112551,-1.5957095273155304,-2.515935646026997,-1.7856250573670989,-1.703928484234707,-2.958675067989047,-2.3231981325901927,-1.3925310708730354,-1.3138093562730258,-2.029304327500484,-0.8981806318907889,-1.5663339111374803,-1.2379379241067094,-0.7334320223853699,-1.820625086981364,-0.0988303180278283,-1.5554414929107054,-2.012733308287709,-1.5524764935333784,2.230190962310112,-1.011558814475797,-1.4726855959456255,-1.7074394364106744,-1.9860352900206548,-1.725009724031331,-1.738153573116307,2.57357818017221,2.380443254406461,2.540028540298365,2.230190962310112,2.5545032390740445
marcel-engelhardt,1.0,5,3,46,NULL,-,175000.0,01/07/2023,-0.6673753059637298,1.0,NULL,NULL,-1.8043653429792967,-2.8708911251439577,-1.9196725210611232,-1.79544996066916,-2.020859929227897,-3.034831659151932,-1.7434944669090149,-2.224343401231557,-2.131186592554477,-1.6516376415239788,-2.627377247024959,-2.6545954266286844,-1.261391153349834,-1.646170259563984,-1.827396892421502,-2.333780099710653,-1.4350299328040974,-1.5524120614458343,-0.1688675166149007,-1.820625086981364,0.8474906240910064,-1.785943745349538,-2.5701659832909525,-1.378689217581493,2.279314688337219,-2.366783618571178,-1.882432664115688,-3.247831871023352,-1.2794455660978394,-1.5551048973794386,-1.481570084104911,2.47706417271538,2.0300522160841576,2.233087166480126,2.279314688337219,2.3183902538399948
gianluigi-donnarumma,53.0,224,3,65,14.0,30/06/2026,35000000.0,14/07/2021,NULL,1.0,0.2026376394226262,0.6828556794953172,2.176870544254376,2.1452495298106795,-2.214780757651736,-1.84109575571546,-2.3223608138352025,-2.159596248275936,-1.9898026995648217,-1.7383563265724915,-2.180552526152674,-1.7562193269454354,-1.8985220409039647,-2.04703372089145,-1.1302512358266326,-0.8485040916656843,-0.615952281947613,1.3204730911035474,-1.7632898786375548,-1.0020823211023655,-0.0747734323198225,-1.6329541361801732,0.5033739178659755,-1.6476423938862383,-1.8455035057867368,-1.291795579605551,3.310912934906467,-0.2269549805258396,-1.5897561868513577,-1.193975291539782,-1.5002548548237191,-1.809962137357277,-1.6098618286106092,3.490461251012102,3.2814487815209543,2.6934992272074845,3.310912934906467,3.3572873888698123
Arnau Tenas Ureña,28.0,113,3,65,NULL,30/06/2026,4000000.0,30/07/2023,-0.2937291313487425,1.0,-1.6453690961501857,-1.0916834232888153,-0.0733932180950914,0.33943889402701,-2.116411345454865,-2.1606163210395555,-2.3223608138352025,-2.0249446466027057,-2.1375876391583057,-2.515935646026997,-2.279284393349068,-1.5470559561025223,-1.9647816050967823,-1.770869309192707,-0.8679714007802297,-1.3138093562730258,-0.5486498035879525,0.0153826658127613,-1.3037259544707145,-0.4517525807588974,-1.2039024438607608,-2.5713088901861263,-2.67970561471556,-2.062546448276137,-2.2357063782890068,-1.8131574074612056,2.672304496554076,-0.2269549805258396,-2.116573845927152,-0.7660885041473715,-1.9418734322754787,-1.8524383440202496,-1.6526257434458418,2.6700921876290407,2.6307225674938204,3.2050681835712163,2.672304496554076,2.790616224308094
geronimo-rulli,5.0,46,3,62,NULL,30/06/2027,8000000.0,11/08/2024,-0.2937291313487425,1.0,NULL,NULL,1.1382872693238526,0.5400845202251955,-2.214780757651736,-1.704158370576561,-2.3223608138352025,-2.159596248275936,-1.5957095273155304,-2.418738231095184,-1.834990990965296,-1.4424742706810658,-0.8383690138188827,-2.8755269559876786,-0.7368314832570283,-1.0479206336402591,-0.5486498035879525,0.9289459635163116,-0.9754660086372572,-0.4517525807588974,0.0193206519752555,-1.5703971525797762,0.3313155647534601,-1.693742844374005,-2.0684765757880337,-1.509029674545407,3.065294304770932,0.3436659896195839,-1.5897561868513577,-0.5949337891904073,-1.765226001294775,-1.8524383440202496,-1.5670979137753769,3.0561482174563634,2.9310577431986515,3.2050681835712163,3.065294304770932,3.073951806588953
jeffrey-de-lange,69.0,275,3,62,14.0,30/06/2027,2500000.0,08/08/2024,-0.4486083747124678,1.0,NULL,NULL,-0.246490430583512,-0.4631436107657319,-2.1655960515533006,-2.114970525993256,-2.3223608138352025,-2.226922049112551,-2.1375876391583057,-2.661731768424717,-2.279284393349068,-1.7562193269454354,-1.2359263989757885,-2.8755269559876786,-0.6056915657338268,-0.914976272323876,-1.7600944140618415,-0.2456354192453958,-1.6976378894708632,-0.7662267180980222,-1.7684669496312295,-2.5713088901861263,-1.5613263194842093,-2.246948250227203,-2.5701659832909525,-2.117285140377004,2.7214282225811823,-1.082886435743975,-1.9409679595685536,-1.365130006496746,-2.0743590055110066,-1.809962137357277,-1.738153573116307,2.6700921876290407,2.5806667048763483,2.898126809752977,2.7214282225811823,2.6017258361208544
Rubén Blanco Veiga,28.0,113,3,62,NULL,30/06/2026,1500000.0,30/07/2023,-0.3711687530306051,1.0,-2.0344231457444617,-1.5374822710614144,-0.0733932180950914,-0.4631436107657319,-1.9196725210611232,-1.5672209854376629,-2.1716103715315502,-2.226922049112551,-1.447924587722046,-2.272942108697464,-1.8843569245634928,-1.808510169656164,-2.229819861868053,-3.1516913676864218,-0.8679714007802297,-1.0479206336402591,-0.9524646737459156,-0.7676715893617102,-0.5159020844704167,-0.8448452524328034,-1.862561033926308,-1.4452831853789825,-2.9377931443843326,-1.785943745349538,-2.291449645789331,-1.4655828555574355,2.5740570444998614,-1.8674902696939324,-1.7068267777570896,-0.9372432191043356,-1.323607423843015,-1.937390757346196,-1.823681402786772,2.9113772062711174,2.730834292728764,2.8469699141166043,2.5740570444998614,2.6489484331676643
lucas-chevalier,32.0,140,3,50,14.0,30/06/2027,30000000.0,01/07/2020,-0.4873281855533991,1.0,0.9807457386111784,1.5495665461600063,1.311384481812273,1.9446039036124936,-2.214780757651736,-1.9780331408543577,-2.3223608138352025,-2.900180057478702,-1.94054105303366,-2.418738231095184,-2.032454725358084,-1.7562193269454354,-2.693636811217776,-2.765061191308181,-0.9991113183034313,-1.4467537175894092,-1.8946993707811624,0.9289459635163116,-1.7632898786375548,-0.8448452524328034,-0.9216201909755262,-1.6329541361801732,-1.3892679663716938,-2.1086468987639035,-2.2357063782890068,-1.9869446834130904,3.065294304770932,-1.1542140570121528,-2.058038550474285,-1.964171508846121,-1.9860352900206548,-1.979866964009169,-1.823681402786772,3.1044052211847792,3.081225331051067,2.8469699141166043,3.065294304770932,3.168397000682573
vito-mannone,53.0,224,3,50,NULL,30/06/2025,200000.0,29/08/2023,-0.6654393154216833,1.0,-2.0344231457444617,-1.565615208056773,-0.4195876430719326,-1.2657261155584738,-2.2639654637501714,-1.6585125755302617,-2.2218605189661007,-1.3516866382365549,-1.6449711738466917,-2.3701395236292773,-2.180552526152674,-1.703928484234707,-1.9647816050967823,-2.378431014929941,-0.8679714007802297,-0.7820319110074927,-1.6254894573425207,-0.2456354192453958,-1.3693779436374058,-1.1593193897719285,-0.5452438537952135,-2.258523972184142,-0.184859494584086,-1.9242450968128373,-1.9012467732870608,-1.7262637694852632,2.770551948608289,-0.4409378443303735,-0.4190502777940373,-0.9372432191043356,-1.4119311393333671,-1.937390757346196,-1.4388061692696787,2.428807168986964,2.5806667048763483,2.591185435934738,2.770551948608289,2.6017258361208544
marc-aurele-caillard,32.0,140,3,50,NULL,30/06/2025,150000.0,30/08/2024,-0.6654393154216833,1.0,NULL,NULL,-1.2850737055140355,-2.2689542465494013,-2.1655960515533006,-1.9780331408543577,-2.272110666400652,-2.4288994516223963,-1.9898026995648217,-2.5645343534929035,-2.032454725358084,-2.1222552259205334,-2.362338990253688,-2.378431014929941,-1.261391153349834,-1.9120589821967504,-2.1639092842198044,-1.420216802007103,-1.3037259544707145,-1.3165564584414906,-0.4511497695001353,-2.1334100049833484,0.5033739178659755,-1.878144646325071,-2.124219843288358,-1.7697105884732345,2.475809592445647,-3.508025558862025,-1.9409679595685536,-1.279552649018264,-2.0743590055110066,-1.7674859306943038,-1.9092092324572367,2.380550165258549,2.4304991170239325,2.4377147490256186,2.475809592445647,2.3656128508868046
Lucas Estella Perri,8.0,63,3,61,14.0,30/06/2028,10000000.0,05/01/2024,-0.0614102663031544,1.0,0.7862187138140405,1.2779755005509714,1.1382872693238526,1.342667025017937,-1.870487814962688,-1.8867415507617589,-2.272110666400652,-1.5536640407464,-1.6449711738466917,-2.224343401231557,-1.6868931901707052,-1.4424742706810658,-0.970888142204518,-2.930759838327427,-2.3105104935354457,-1.9120589821967504,-1.962001849140823,0.6679278784581544,-2.485461759471161,-0.5303711150936786,-0.3570556852050571,-1.820625086981364,1.1916073303160373,-1.878144646325071,-1.566787168285115,-1.3352423985935222,3.065294304770932,0.1296831258150501,-1.882432664115688,-2.049748866324603,-1.9860352900206548,-1.6400573107053846,-1.6953896582810744,3.007891213727948,3.081225331051067,3.153911287934843,3.065294304770932,3.026729209542143
remy-descamps,32.0,140,3,61,NULL,30/06/2027,1500000.0,23/08/2024,-0.5647678072352618,2.0,-1.9371596333458925,-1.3719307572041144,-0.246490430583512,-0.8644348631621029,-2.313150169848607,-1.9780331408543577,-2.2218605189661007,-2.6982026549688567,-2.088325992627144,-2.515935646026997,-1.8843569245634928,-1.860801012366892,-2.561117682832141,-2.8755269559876786,-1.4581010296346362,-1.9120589821967504,-2.500421676018107,-0.3761444617744744,-2.682417726971236,-1.3165564584414906,-0.9216201909755262,-2.446194922985333,-0.5289762008091169,-2.2008477997394365,-1.9012467732870608,-1.682816950497292,2.7214282225811823,-2.866076967448424,-2.29217973228575,-1.365130006496746,-1.853549716785127,-1.937390757346196,-1.8664453176220048,2.718349191357456,2.5306108422588767,2.4377147490256186,2.7214282225811823,2.743393627261284
lassine-diarra,59.0,249,3,60,NULL,30/06/2027,25000.0,04/11/2023,-0.6789912492160093,1.0,NULL,NULL,-2.1505597679561386,-1.2657261155584738,-2.116411345454865,-1.9780331408543577,-2.372610961269753,-3.304134862498393,-1.9898026995648217,-2.710330475890624,-2.279284393349068,-1.7562193269454354,-2.627377247024959,-2.765061191308181,-2.244940534773845,-2.111475524171325,-2.769631589456749,-1.5507258445361818,-2.485461759471161,-1.7096491301153969,-1.5802787810410734,-2.633865873786524,-0.6150053773653745,-2.2008477997394365,-2.2357063782890068,-2.117285140377004,2.131943510255898,-2.723421724912068,-2.116573845927152,-3.418986585980316,-2.0743590055110066,-1.937390757346196,-1.6953896582810744,2.139265146616472,2.1301639413191014,2.079616479571006,2.131943510255898,2.129499865652756
Philipp François Köhn,1.0,336,3,7,NULL,30/06/2028,4000000.0,15/07/2023,-0.3324489421896738,1.0,-0.0891528977730808,0.4783508682598288,0.2728012068817497,0.33943889402701,-2.2639654637501714,-2.0236789359006573,-2.3223608138352025,-2.226922049112551,-2.088325992627144,-1.9813498639020248,-2.279284393349068,-1.7562193269454354,-2.163560297675235,-2.157499485570947,-1.261391153349834,-1.646170259563984,-0.6832547603072735,0.2764007508709185,-2.551113748637853,-1.1593193897719285,-0.827526106680448,-2.446194922985333,-0.5289762008091169,-2.15474734925167,-1.9569900407873853,-1.900051045437148,2.770551948608289,-0.6549207081349073,-2.058038550474285,-3.076677156066388,-1.8977115745303028,-1.8524383440202496,-1.6953896582810744,2.8148631988142867,2.780890155346236,2.591185435934738,2.770551948608289,2.790616224308094
Radosław Majecki,71.0,289,3,7,NULL,30/06/2028,7000000.0,29/01/2020,-0.5260479963943305,1.0,-1.0617880217587712,-0.4954815661948781,0.4458984193701703,0.740730146423381,-2.214780757651736,-1.5215751903913637,-2.3223608138352025,-2.6308768541322416,-1.447924587722046,-1.7869550340383984,-2.279284393349068,-1.808510169656164,-3.1574537605674995,-2.157499485570947,-2.507220369820248,-2.2444198854877087,-1.827396892421502,0.2764007508709185,-2.354157781137778,-1.0020823211023655,-1.3920906124509171,-2.758979840987317,-0.7010345539216323,-1.7398432948617717,-1.2323275632831694,-1.4221360365694646,2.868799400662504,-1.5821797846212209,-2.233644436832884,-2.135326223803085,-2.0743590055110066,-1.3852000707275465,-1.224986595093516,2.863120202542702,2.8810018805811795,2.7446561228438577,2.868799400662504,2.837838821354904
Marcin Bułka,71.0,289,3,59,NULL,30/06/2026,20000000.0,01/07/2022,-0.5260479963943305,1.0,1.0780092510097476,1.646949789605477,0.7920928443470114,1.342667025017937,-2.214780757651736,-2.0236789359006573,-2.4228611087043044,-2.226922049112551,-2.1375876391583057,-2.4673369385610906,-2.131186592554477,-1.7562193269454354,-1.9647816050967823,-2.8755269559876786,-2.5727903285818488,-2.842669511411433,-1.692791935702181,0.1458917083418399,-2.4198097703044694,-1.0020823211023655,-0.5452438537952135,-1.8831820705817608,1.1055781537597795,-2.15474734925167,-2.124219843288358,-1.9434978644251195,3.0161705787438247,-1.011558814475797,-1.9409679595685536,-0.8516658616258536,-1.765226001294775,-1.979866964009169,-1.6953896582810744,2.9596342099995328,2.9310577431986515,2.7446561228438577,3.0161705787438247,2.9795066124953333
maxime-dupe,32.0,140,3,59,NULL,30/06/2026,1200000.0,28/01/2024,-0.5260479963943305,1.0,NULL,NULL,-0.0733932180950914,-0.8644348631621029,-2.313150169848607,-1.9323873458080585,-2.272110666400652,-2.294247849949166,-1.8912794065024987,-2.5645343534929035,-2.180552526152674,-1.9130918550776204,-2.229819861868053,-2.488896779609439,-1.261391153349834,-1.7126424402221756,-2.096606805860144,-0.7676715893617102,-1.6976378894708632,-0.9234637867675848,-0.4511497695001353,-2.8840938081881107,0.1592572116409447,-1.970345547300604,-1.566787168285115,-1.4221360365694646,2.6231807705269685,-2.0101455122302885,-1.9409679595685536,-0.8516658616258536,-2.030197147765831,-1.937390757346196,-1.823681402786772,2.8148631988142867,2.780890155346236,2.795813018480231,2.6231807705269685,2.6489484331676643
Brice Lauriche Samba,17.0,148,3,91,7.0,30/06/2029,15000000.0,08/01/2025,0.4806670854698842,2.0,0.9807457386111784,1.5495665461600063,1.311384481812273,0.740730146423381,-2.313150169848607,-1.9780331408543577,-2.1716103715315502,-1.3516866382365549,-1.7434944669090149,-2.515935646026997,-2.08182065895628,-1.808510169656164,-1.7660029125183294,-2.488896779609439,-1.195821194588233,-0.5161431883747261,-1.827396892421502,1.0594550060453902,-0.7128580519704912,-0.4517525807588974,0.0193206519752555,-1.8831820705817608,0.7614614475347486,-2.01644599778837,-2.0684765757880337,-1.6393701315093208,3.114418030798039,-1.082886435743975,-2.116573845927152,-0.1670470017979968,-1.8977115745303028,-1.809962137357277,-1.7809174879515397,2.9596342099995328,3.2814487815209543,3.2050681835712163,3.114418030798039,3.121174403635763
steve-mandanda,97.0,168,3,91,7.0,30/06/2025,700000.0,06/07/2022,-0.5647678072352618,1.0,1.0780092510097476,1.646949789605477,0.2728012068817497,-0.4631436107657319,-2.116411345454865,-1.79544996066916,-2.272110666400652,-0.5437770281971733,-1.7434944669090149,-2.175744693765651,-2.131186592554477,-1.860801012366892,-1.7660029125183294,-2.212732367910696,-1.261391153349834,-1.9120589821967504,-0.9524646737459156,0.5374188359290758,-1.8945938569709373,-0.7662267180980222,-0.827526106680448,-2.446194922985333,-0.7010345539216323,-2.15474734925167,-1.4553006332844665,-1.4221360365694646,2.917923126689611,-0.2982826017940176,-2.3507150277386155,-0.5093564317119252,-1.853549716785127,-1.7674859306943038,-1.738153573116307,2.6218351839006253,2.8810018805811795,2.898126809752977,2.917923126689611,2.790616224308094
geoffrey-lembet,32.0,306,3,91,NULL,30/06/2025,150000.0,18/07/2023,-0.6693112965057764,2.0,NULL,NULL,-1.6312681304908767,-2.670245498945772,-2.1655960515533006,-1.704158370576561,-2.1716103715315502,-3.5061122650082384,-1.6449711738466917,-2.4673369385610906,-2.180552526152674,-1.808510169656164,-3.1574537605674995,-2.6545954266286844,-1.8515207822042403,-2.177947704829517,-0.9524646737459156,-2.7253072272978893,-0.6472060628037998,-1.4737935271110532,-1.1098083595656825,-2.69642285738692,-0.2708886711403437,-1.8320441958373044,-2.2357063782890068,-1.6393701315093208,2.328438414364326,-2.366783618571178,-2.116573845927152,-4.1036054458081725,-1.8093878590399508,-1.5126286907164657,-1.6953896582810744,2.332293161530133,2.0801080787016297,2.284244062116499,2.328438414364326,2.507280642027234
gauthier-gallon,32.0,140,3,91,NULL,30/06/2027,1000000.0,05/07/2023,-0.5260479963943305,1.0,NULL,NULL,-0.246490430583512,-1.0650804893602883,-2.214780757651736,-1.749804165622861,-2.272110666400652,-2.6308768541322416,-1.5957095273155304,-2.272942108697464,-2.032454725358084,-1.494765113391794,-2.362338990253688,-2.709828308968433,-1.7859508234426398,-1.845586801538559,-1.8946993707811624,-0.7676715893617102,-0.7128580519704912,-0.9234637867675848,-1.0157142752706043,-2.383637939384936,-0.4429470242528591,-1.785943745349538,-1.8455035057867368,-1.4655828555574355,2.7214282225811823,-0.7975759506712632,-1.882432664115688,-1.0228205765828178,-1.8977115745303028,-1.725009724031331,-1.738153573116307,2.718349191357456,2.680778430111292,2.795813018480231,2.7214282225811823,2.696171030214474
